"noun","n"
"일하",2
"입개루",2
"자기",2
"잘먹네",2
"재용",2
"저런거",2
"점심",2
"접시",2
"제목",2
"조명",2
"종료",2
"좆럭시",2
"중반",2
"중졸",2
"직업",2
"질문",2
"쯔뭉",2
"쯔이는",2
"찐따",2
"채팅창",2
"채플",2
"천원",2
"축하",2
"카이지",2
"캡틴코리아",2
"커버",2
"콘날",2
"크랩",2
"크롭탑",2
"크롭티입은",2
"터질까봐",2
"퇴갤",2
"퇴근",2
"트갤에",2
"트갤에서",2
"트둥이",2
"트둥이들",2
"트붕이다리",2
"트붕이들은",2
"파우치",2
"판막콘",2
"평생",2
"폭락",2
"프로",2
"플리즈",2
"피드백해",2
"필요",2
"하오츠",2
"학생",2
"한명",2
"한번",2
"해물크림나베",2
"해체쇼",2
"햄버거",2
"헤이세이",2
"화요일",2
"확인",2
"황마",2
"휴가",2
"휴대폰",2
"가게",1
"가게손님들",1
"가고픈데",1
"가까이가",1
"가능한",1
"가능한가",1
"가명",1
"가방",1
"가서드",1
"가승",1
"가야제",1
"가에양도함",1
"가족",1
"가지",1
"가지고나오셈",1
"가지조건을",1
"간만",1
"갈수잇",1
"갈일있을까",1
"감독",1
"감동",1
"감수",1
"감탄사",1
"갑분싸를",1
"갓반인",1
"강민",1
"강유미",1
"강의",1
"강한채영",1
"같노",1
"같농",1
"갚음",1
"개국",1
"개국어로",1
"개꿀",1
"개꿀아",1
"개꿀이농",1
"개꿀잼",1
"개념글",1
"개떡상",1
"개많네",1
"개많이했네",1
"개봉함",1
"개씹헬이겠네",1
"개안좋아함",1
"개월정도",1
"개인브이앱",1
"개잘하누",1
"개좆빻은년들땜에",1
"개쩌네",1
"개찐따같을거같다",1
"개통",1
"개틀딱들",1
"갤럭시언급하는순간",1
"갤록을",1
"갤벤되면",1
"갤벤된거",1
"갤질하려나까",1
"갤질할",1
"거기",1
"거래",1
"거름",1
"거맙습니다",1
"거슬리노",1
"거찍리스트",1
"걸그룹",1
"걸스라잌어스",1
"걸캅스만",1
"걸크러쉬",1
"검사",1
"검색",1
"검색어",1
"게딱지",1
"게이",1
"게임",1
"게쩌는",1
"겜에",1
"겜에현질은",1
"겜했다가",1
"겟또",1
"겠냐",1
"결국",1
"결말",1
"경도맞춤",1
"계란먹는다",1
"계속결제",1
"계탔네",1
"고구마",1
"고닉새끼",1
"고딩",1
"고르는거",1
"고맙",1
"고백",1
"고생",1
"고생하",1
"고인물",1
"고정",1
"고통",1
"고화질",1
"골스",1
"공구",1
"공기계",1
"공연",1
"공유",1
"과거",1
"과거에항상울었던사람",1
"과외받누",1
"관계가",1
"관람객",1
"관종력",1
"관짝시대퀴들",1
"관찰보호소",1
"관찰하러와서",1
"광장",1
"괜찮",1
"교수님",1
"교정",1
"교정하",1
"교촌",1
"교통사고난거땜",1
"교환해",1
"구경",1
"구역에서",1
"구역이랑",1
"구축되",1
"구한다",1
"구해영",1
"국밥",1
"국밥사주",1
"군대떡밥",1
"군대말투",1
"군대좀",1
"군만두",1
"군부대",1
"군붕이힘내라고나눔",1
"군수물자",1
"군인",1
"군필들",1
"굳즈샵은",1
"굳즈판매대",1
"굿모닝",1
"굿즈도사고",1
"굿즈사고",1
"굿즈스토어",1
"굿즈스토어는",1
"굿즈스토어뜨면",1
"궁금한점",1
"귀여워",1
"귀요미들",1
"귀차니즘",1
"귀찬타",1
"그게먼데",1
"그긴갑네",1
"그냥한국사람",1
"그놈",1
"그래프",1
"그리는거임",1
"그립노",1
"그만챙겨주고",1
"그저",1
"극대노",1
"극장",1
"극혐",1
"근대",1
"근처",1
"글보관함",1
"글삭되냐",1
"글케얘기해도",1
"글해서",1
"금색",1
"급뜬새끼들아",1
"급받음",1
"급식때",1
"급식배부",1
"급처함",1
"기가랜",1
"기가쓰",1
"기념",1
"기다렸노",1
"기대",1
"기록",1
"기본",1
"기승전",1
"기억남",1
"긴바지",1
"긴장",1
"김쯔위와",1
"깊갤",1
"까지",1
"깜놀",1
"깜짝브이",1
"깝치는거",1
"깝치는건",1
"깝침",1
"꺄악",1
"꼴보기싫다",1
"꽁돈",1
"꽁트",1
"꽃게링",1
"꽃게쯔",1
"꽃모",1
"꽃뭉이",1
"꿀잠",1
"꿀팁",1
"끊기는거임",1
"끌올해야",1
"끝났다",1
"끝도없이",1
"나갤나눔줄가면",1
"나갤이랑",1
"나눔때",1
"나눔러하다가",1
"나눔장소",1
"나눔하면",1
"나눔한",1
"나눔할건디",1
"나눠주는것만봐도",1
"나라",1
"나라지킨다고",1
"나만",1
"나머지",1
"나못해",1
"나미치",1
"나방",1
"나봉시",1
"나봉쓰",1
"나빼고",1
"나상추천",1
"나연",1
"나연이랑",1
"나올땐",1
"나올생각",1
"나정갤",1
"나정사",1
"나진짜",1
"나학교다닐때",1
"난둘다좋음",1
"난리",1
"날씨",1
"날짜자체",1
"남았누",1
"낫노",1
"났노",1
"낮잠자는데",1
"낰낰때함",1
"낰낰때했엉",1
"내가알바하는데",1
"내꺼다",1
"내려놔",1
"내부총질",1
"내사비털어서",1
"내일",1
"냉정",1
"냉찜질좀",1
"너넨",1
"너무많이온다",1
"너무작은데",1
"너무조하",1
"너무좋",1
"너희들",1
"넘귀여워",1
"넘기엽다",1
"넣은새끼",1
"네이선",1
"네이션보단",1
"네이션하자",1
"넷플릭스",1
"노숙하기",1
"노젓노",1
"노트",1
"녹화본",1
"뇌절",1
"누가",1
"누구생일",1
"눈시울",1
"눈싸움",1
"눈치",1
"눈팅안할꺼면",1
"뉴디봉용",1
"뉴비",1
"뉴비때",1
"뉴스보",1
"뉴스안봄",1
"늅이라",1
"느그갤로",1
"느끼",1
"느낌이긴",1
"느대",1
"니네",1
"니미",1
"니어스모",1
"니에용",1
"니코니코",1
"님들점심챙겨드세요",1
"다국적언어",1
"다른넘이",1
"다른소대선임",1
"다리털땜",1
"다먹을수",1
"다받고",1
"다시해줘",1
"다이어트",1
"다주",1
"다행",1
"닥눈삼해",1
"단골집인가보네",1
"달달하고",1
"답변좀",1
"답인",1
"당당",1
"당황",1
"대가",1
"대게먹방",1
"대기시간",1
"대기실아",1
"대기줄",1
"대대링",1
"대리점",1
"대부분",1
"대식가",1
"대축제",1
"대충대충함",1
"대포",1
"대한민국",1
"대행표",1
"대형오프",1
"댄브",1
"댄스브",1
"댓글달아줄말을",1
"댓글좀",1
"댓글창",1
"댓달리네",1
"댓달아주세요",1
"댕청",1
"더많던데",1
"더잘먹네",1
"더좋지",1
"더하겠노",1
"덕질말곤",1
"덕질은",1
"데이터셔틀안하고",1
"도라에몽",1
"도박관련드라마",1
"도박아",1
"도시락",1
"도시락준다는데",1
"도움",1
"도착해도되",1
"도키도키",1
"독보적",1
"돈벌기",1
"돈쓰삼",1
"돈쓴게",1
"돈아깝",1
"돔투어스포",1
"동갑",1
"동공지진",1
"동남아",1
"동물잠옷입고오면선물줌",1
"동성결혼",1
"동아시아",1
"동안",1
"동양",1
"돼지색기들이",1
"되눙",1
"두발",1
"두부",1
"둘이",1
"둡가씨",1
"둡갤사이에",1
"둡깅이",1
"둡린이",1
"둡시",1
"뒤태",1
"뒷모습",1
"드디어내일이면",1
"드라마",1
"드립치는놈들아",1
"드십쇼",1
"들고다녀",1
"들어와바",1
"들이",1
"등골",1
"등신들",1
"등장",1
"디져",1
"딥디로",1
"딴지거노",1
"딸기하면",1
"땀내새",1
"때문",1
"때창곡",1
"떡고",1
"떡상할생각에",1
"또또아에",1
"또배기들",1
"똑쟁이",1
"똥고글이랑",1
"똥남아",1
"똥닦는데",1
"똥닦을때",1
"뜬거있나용",1
"뜬금",1
"뜬금없긴한데",1
"띠껍게",1
"띵단가면",1
"띵언",1
"띵작",1
"라꺼풀",1
"라면시켯음",1
"라이어게임",1
"라인업보",1
"랍스터",1
"랜덤",1
"랩파트",1
"런닝맨",1
"레드소스",1
"레전두임",1
"레전드",1
"레전드브",1
"렉걸리는거",1
"렉오지네",1
"렉이잇으면",1
"렌덤게임",1
"렌티큘러",1
"려고옷",1
"로긴하기",1
"로또",1
"롤렉스",1
"롯팸콘때",1
"리그앙",1
"리니지",1
"리얼",1
"리얼루",1
"리얼리티",1
"리얼타임모드",1
"리필하",1
"리허설하고왓노",1
"링크좀",1
"마갤왜뒤짐",1
"마넌",1
"마디",1
"마티즈보",1
"막차",1
"막콘교환",1
"막콘이낫냐",1
"막콘티켓",1
"만개",1
"만나는거밖에",1
"만남의광장길",1
"만능충",1
"만두",1
"만들어용",1
"만앗는데",1
"만원씩",1
"만원이",1
"만원치",1
"많은걸",1
"많이눌러줘요",1
"많이먹지",1
"많이준비했네",1
"많이하노",1
"말생각안날때하는건데",1
"말하는거",1
"맘씨고운",1
"맛잇네",1
"맛있어보이는거",1
"망갤트했구나",1
"망앚퀴년이",1
"망왑남돌",1
"망치",1
"망치질",1
"망해",1
"맞으세요",1
"맞짱떠보고싶다",1
"맞짱뜨",1
"매너",1
"매니저누나",1
"매니저님",1
"매니저들이",1
"매니저새끼들이",1
"매니저쉑",1
"매니저시발개답답",1
"매니저챙겨주네",1
"매니져주누",1
"매일간다했으니",1
"매일듣겠노",1
"매진됨",1
"매콤한거",1
"맥주깟다",1
"맨날",1
"맨손",1
"맴버",1
"머꼬",1
"머노",1
"머만하면",1
"머머",1
"머머링",1
"머머링은",1
"머빵",1
"머야머야",1
"머쯔",1
"머하냐",1
"먹고싶었나보다",1
"먹는거봐",1
"먹는거에",1
"먹는것만봐도",1
"먹떡굴리게된게",1
"먹방브",1
"먹방중",1
"먹을거",1
"먹을것도없고",1
"먹을꺼있음",1
"먹을수잇나",1
"먼지알",1
"멍때리기좋아하는",1
"멍때리는거",1
"멍즈",1
"메뉴",1
"메니저",1
"메모해",1
"메이플떡밥달리면",1
"메이플하지말고",1
"메인보드",1
"메트로",1
"멘붕",1
"멤갤어디냐구",1
"멤갤이",1
"며칠",1
"면회가면",1
"몃시에열려요",1
"명언",1
"명작",1
"몇개",1
"몇개국",1
"몇년",1
"몇만원",1
"몇셋정",1
"몇시간",1
"몇요일",1
"모니터링",1
"모닝브",1
"모레이닝복",1
"모르는앱",1
"모모가방",1
"모모버스터",1
"모모시",1
"모모안경쓴",1
"모모얏",1
"모모정연갤",1
"모모진짜",1
"모모튜브",1
"모모평생",1
"모모피셜",1
"모모픽이라",1
"모물모물",1
"모습",1
"모쯔바",1
"모쯔사삭",1
"모쯔야",1
"모쯔에요",1
"모춘기찍음",1
"모타니카",1
"목격해봤자너",1
"목록",1
"목짱",1
"몬지알져",1
"몸매",1
"몸무게",1
"못가는데",1
"못넘나",1
"못들었네",1
"못먹네",1
"못받음",1
"못배운애들",1
"못보는",1
"못보는데",1
"못시키냐",1
"못입을건없지",1
"못하는거보소",1
"못할땐",1
"묘갤",1
"묘챙갤은",1
"묠니르",1
"무나하면",1
"무대설치알바하자",1
"무대안",1
"무릎아프다하는거",1
"무슨상황임",1
"무엇",1
"무한",1
"문앞에버리고갓네",1
"문재인",1
"문제푸는거",1
"문화",1
"물어갈넘없냐",1
"뭐라카노",1
"뭐먹노",1
"뭐먹을지도",1
"뭐뭐",1
"뭐보냐",1
"뭐하노",1
"뭐하는색기야",1
"뭔대",1
"뮤뱅",1
"뮤비보",1
"미개한",1
"미국양반",1
"미나",1
"미나시",1
"미납요금",1
"미드하면",1
"미뜨볼",1
"미라",1
"미만",1
"미모",1
"미챙",1
"미쳣농",1
"미친새끼야",1
"믹스",1
"민감",1
"민망",1
"민트",1
"민트는",1
"민트색",1
"바꿔부르기만",1
"바나나우유",1
"바느바느",1
"바람",1
"바바",1
"바버",1
"바보",1
"바보된다거",1
"바쁘겠노",1
"바우터하멜",1
"바쳐야된대서",1
"바탕화",1
"바탕화면",1
"박수미사장님열일하노",1
"박수미사장님입개릌",1
"박수민",1
"박지효",1
"밖에없누",1
"반말",1
"반응",1
"반전",1
"반친구들",1
"반팔티",1
"반팔하나사는거",1
"발안하면",1
"발열",1
"발열때문에",1
"발쯔",1
"발치",1
"발해",1
"밤세기",1
"밥안먹고",1
"방빼라고하면",1
"방사능",1
"방석",1
"방송삼",1
"방송을키삼",1
"방송키",1
"방송키는게어떰",1
"방종각",1
"방탄",1
"배고팡",1
"배송",1
"배송왓을때",1
"배식담당",1
"배틀트립새끼들",1
"백만하트",1
"백퍼",1
"뱃살땜",1
"버벅거리노",1
"버블티달라는거같은데",1
"버스몇시에",1
"버퍼",1
"버퍼링좀",1
"버퍼링즈",1
"버퍼씹라련아",1
"번대구함",1
"번때",1
"번이",1
"벽갤",1
"벽갤은",1
"벽갤짤털이",1
"벽갤하네",1
"별개그",1
"별거",1
"별만드는거",1
"병무청",1
"병신같은테스트",1
"병신들",1
"병크",1
"보관",1
"보기안좋더라고",1
"보내줄사람없냐",1
"보는거",1
"보는거같네",1
"보는시선",1
"보닌쟝",1
"보닌쨩은",1
"보울",1
"보이겠농",1
"보이스온리",1
"보카도사시미",1
"복귀",1
"복근",1
"복동이",1
"복무",1
"복잡할꺼같네",1
"본격먹방",1
"본격적",1
"본다하니까",1
"본메뉴",1
"본부와",1
"본부패는",1
"본좌",1
"볼수있는곳이",1
"봉숙이",1
"봐도봐도",1
"봣누",1
"부계",1
"부끄러움",1
"부리",1
"부모님소식",1
"부모님이랑",1
"부부",1
"부자넘",1
"부정적인말",1
"부족한거",1
"부지갱이부지갱이부지갱이부지갱이",1
"분이지왜",1
"분장실",1
"분전부터라던데",1
"분지비",1
"분탕질하네",1
"분했네",1
"분후",1
"불가이유",1
"불량학생",1
"불려가는거",1
"불쌍해서",1
"불안해",1
"불침번때",1
"불편해",1
"붕이",1
"븅신",1
"븅신임",1
"브앱",1
"브앱요약",1
"브앱요약올리는애",1
"브이다브이",1
"브이시알",1
"브이앱렉",1
"브이앱보다가",1
"브이앱장인우리모",1
"브이켰냐",1
"브화면이",1
"블랙팬",1
"비계",1
"비박할",1
"비슷",1
"비슷한",1
"비싸긴비싸구나",1
"비싸보이는",1
"빈손",1
"빌딩사고",1
"빚이있어도",1
"빠르노",1
"빡새우",1
"빡세게",1
"빡치네",1
"빤스",1
"빨간마티즈가",1
"빵순이",1
"빵쯔위",1
"뽀로로",1
"뿌리",1
"뿌옇자너",1
"사가지",1
"사건",1
"사고쳐",1
"사나가기다리",1
"사나가보채영",1
"사나가보채영한테",1
"사나멘트",1
"사나목소리",1
"사나연이",1
"사나전화오저",1
"사나파트",1
"사라말",1
"사라진거보고",1
"사람많은데",1
"사람있을까",1
"사랑",1
"사랑니",1
"사릉훼",1
"사면해주",1
"사바",1
"사슴버블티",1
"사실",1
"사실저",1
"사야하는거",1
"사옥",1
"사이즈",1
"사이즈좀",1
"사장올",1
"사진",1
"사진박힌놈이",1
"사진슬라이드쇼",1
"사탕",1
"사탕같은거",1
"삭감",1
"삭제하는거",1
"살아낫농",1
"삼국지",1
"삼보일배해라",1
"삼성",1
"삼성광고",1
"삼성쓰는흐구업지",1
"삼성저격",1
"삼성전자",1
"삼성주가",1
"상담용사비",1
"상이안잠겨",1
"상하차",1
"새끼들",1
"새벽",1
"색이",1
"샘숭죽어",1
"생김",1
"생일축하",1
"생일충이",1
"생축받았어",1
"생축해달라고",1
"샤랄랄라라라",1
"샤바",1
"샤샤목소리",1
"샤샤샥",1
"샤샤해",1
"샤워기써",1
"샤워안한다고",1
"샤잠이",1
"샤잠이랑",1
"서바왜이럼",1
"서버가왜저",1
"서버샀죠",1
"서비스주노",1
"서식지",1
"서양애들한텐",1
"서울인",1
"서울재즈페스티벌",1
"서있는트붕이한테",1
"서재패오는넘들도",1
"서재페새끼들이",1
"서재페애들",1
"서제패",1
"서제페",1
"서특",1
"선곡",1
"선생",1
"선생님",1
"선수들",1
"선우정아",1
"선크림바르",1
"선플",1
"설렌다미",1
"설리그민줘",1
"설마저",1
"설명하기그러",1
"섭하지",1
"섯다",1
"성공",1
"성과급",1
"성지순례",1
"세상",1
"섹시한짤",1
"셀러그",1
"셀털",1
"셔츠",1
"셜록",1
"소갈비씨발",1
"소금",1
"소득",1
"소미",1
"소세지",1
"소울컵",1
"소프트렌즈",1
"속도감소",1
"손씻었으니",1
"솔플",1
"솔플뛰러갈까",1
"쇼트나",1
"수납장이되버렷네",1
"수록곡",1
"수면시간기록용",1
"수미",1
"수미누",1
"수미누나",1
"수분충전",1
"수서역",1
"수신호",1
"수제",1
"수준급",1
"수치플",1
"숙소아닌거같은데",1
"순삭햇나",1
"숨스인증",1
"쉐프",1
"슈스제",1
"스노우",1
"스웩표정",1
"스케일이닼",1
"스크",1
"스키즈",1
"스타",1
"스타일",1
"스탠딩가서",1
"스탠딩대",1
"스탼딩",1
"스틱",1
"스파르타쿠스",1
"스파이년",1
"스포넼",1
"슬리브",1
"시각",1
"시간도아",1
"시기차",1
"시누",1
"시대",1
"시도착예정인데",1
"시력",1
"시력때",1
"시바",1
"시박",1
"시발럼",1
"시발려나",1
"시상식",1
"시작",1
"시작하면",1
"시즌",1
"시차",1
"시청중",1
"시체덩어리들",1
"식은땀",1
"신검받는곳에서",1
"신검받을때",1
"신고좀",1
"신기",1
"신분증",1
"신분증확인해",1
"신상정보",1
"신안",1
"신장",1
"신청한",1
"신한나사카",1
"실고",1
"실내",1
"실망",1
"실제총소리",1
"실패",1
"실화",1
"십덕",1
"십뜨억들아",1
"싱가포르",1
"싱가폴",1
"싶은거",1
"싸비스",1
"싸우는거",1
"싸이월드",1
"쌀쌀한거",1
"쌌노",1
"쌍별까지가능",1
"쌓아놨네",1
"썬은",1
"쓰곰닉냐",1
"쓰레기",1
"씨발럼들",1
"씨발럼아",1
"씹고수인데",1
"씹덕들아",1
"씹덕새끼들",1
"씹덕이었노",1
"씹덕임",1
"씹떡이지만",1
"씹망갤",1
"씹밍하는",1
"씹퍼링",1
"아근데",1
"아나운서",1
"아나택배",1
"아는사이",1
"아니냐",1
"아니시발",1
"아닥하셈",1
"아드보카드",1
"아들아",1
"아래",1
"아무말",1
"아무맛",1
"아무좌석",1
"아미치졸앗다",1
"아보카도새우초밥메모",1
"아빠",1
"아사히",1
"아시발",1
"아시아",1
"아씨발",1
"아이돌",1
"아이돌룸이후",1
"아이디",1
"아이피체크",1
"아저씨들",1
"아줌마",1
"아침방송",1
"아침브이앱",1
"아침브이앱이자나",1
"아크제",1
"아톰다리도",1
"악센트",1
"악플",1
"안가본",1
"안개같은거땜에",1
"안경맞추고",1
"안경맞추러가기",1
"안경맞추려는데",1
"안경맞추려면",1
"안경맞출때",1
"안경맞춰야겠다",1
"안경하나",1
"안과",1
"안과가서",1
"안깔았누",1
"안끊기농",1
"안나왔으면좋겠다",1
"안남",1
"안녕",1
"안드노",1
"안듣는다",1
"안말리고뭐하냐",1
"안먹었다고",1
"안무쌤",1
"안무연습때",1
"안받는데",1
"안받음",1
"안부른것만봐도",1
"안살라",1
"안아픈데",1
"안잘랭",1
"안전교육",1
"안전빵",1
"안전한",1
"안좋아하기도하고",1
"안좋으니까",1
"안줍니",1
"안쳐듣더만",1
"안터지는거",1
"안하",1
"안하나보넹",1
"안하나부",1
"안함",1
"않았남",1
"알바누나떳냐",1
"알바님",1
"알바언니",1
"알바하려",1
"암만봐도",1
"암살",1
"앙마닉",1
"앙콘은",1
"앙콘이",1
"앙콘판콘",1
"앚퀴새끼가",1
"앞머리쯔",1
"애국보수",1
"애플알바새끼",1
"애호박",1
"앤트맨",1
"앱등이들",1
"앵콜때",1
"야갤",1
"야구",1
"야구장",1
"야놀자",1
"야들",1
"야방",1
"야시간",1
"야이새끼들아",1
"야해졋네",1
"약점",1
"얇은거",1
"양도글",1
"양도바라는새끼들은",1
"양도하면",1
"양도해주",1
"양세형목소리",1
"양치",1
"얘기",1
"얘기한게",1
"어그로새끼",1
"어그론데",1
"어디서구하노",1
"어디잇냐",1
"어떤개새끼가또아가리놀리냐",1
"어떤놈이야",1
"어떻게뿅망치를",1
"어떻하면",1
"어렸을땨",1
"어머님",1
"어벤져수",1
"어벤져스",1
"어색해",1
"어제",1
"어제까지한다했누",1
"어제오늘",1
"어젯밤",1
"어종나잘하자",1
"어케가져감",1
"어케하냐",1
"어케함",1
"어플",1
"어플이름",1
"억뷰까지",1
"억양",1
"억울",1
"억울쯔",1
"언니들",1
"언니들이",1
"언니추찬",1
"언제끝나요한십새나와",1
"언제문화냐",1
"언제시작해서",1
"얼굴",1
"얼굴각질",1
"얼굴보고",1
"얼굴보자",1
"얼마정도",1
"얼마정도하",1
"얼업때",1
"엄두",1
"엄마가갚아줘야지",1
"엄마한테아니면",1
"엄청밝네",1
"엄커",1
"업드려뻗쳐",1
"업적중하",1
"없긔",1
"없길빈다",1
"없었농",1
"에반데",1
"에혀",1
"엑소더스",1
"엔딩곡",1
"엘쥐모델",1
"엘지",1
"엠생만있어서",1
"여경",1
"여덕",1
"여덕들",1
"여따설리달아보셈",1
"여러분라면드시지마세요",1
"여론조사",1
"여우",1
"여자애",1
"여주",1
"여주자",1
"역대걸그룹",1
"역사적",1
"연강",1
"연결",1
"연관",1
"연기력",1
"연기해",1
"연세대",1
"연습하",1
"연애장이",1
"연애하면",1
"연우",1
"연초",1
"연출하나",1
"연한거봐",1
"열공중",1
"열로",1
"영상올렸누",1
"영양가",1
"영어개고수",1
"영어공부",1
"영어하는거",1
"영업당하노",1
"영업시간",1
"영이",1
"영화구만",1
"옆사람",1
"예능",1
"예능감",1
"예매",1
"예상함",1
"예스",1
"예올예",1
"예정",1
"예판포카를",1
"예판포카좀",1
"옛날",1
"오갰는데",1
"오는거",1
"오늘밤",1
"오덕만화아닌거",1
"오래댐",1
"오메가시계준다했음",1
"오메데토",1
"오셔요오",1
"오이맛",1
"오이오",1
"오지농",1
"오지누",1
"오지랖떠는새끼있음",1
"오후",1
"오히려댓글만은놈들",1
"옥택연",1
"온니미",1
"온도누구나",1
"온몸",1
"올드보니를",1
"올린곳",1
"옮겨야겠누",1
"옵카남겨",1
"옵카남겨놓으셈",1
"옵카달지마",1
"옵카에",1
"옷긴게",1
"옷입히기로",1
"와꾸커버",1
"와미친개위꼴",1
"와이파이껏노",1
"와일존나빡셋노",1
"완독",1
"완벽한데",1
"완성형",1
"완트",1
"왓이즈럽",1
"왕겜",1
"왕년",1
"왜그런거지",1
"왜긴장함",1
"왜이",1
"외국가수들많이온다",1
"외모",1
"요염한",1
"욕하는거보면",1
"용돈",1
"우리꺼",1
"우리부모님",1
"우짜너",1
"운명적",1
"운사람",1
"울와콘",1
"울와한테",1
"울화통",1
"움짤쪄와",1
"웃는거",1
"원가",1
"원가양도구해요",1
"원가양도글",1
"원래이렇게",1
"원본",1
"원스",1
"원스노",1
"원스아",1
"원승이들",1
"원잘알",1
"원투텐",1
"원투텐은",1
"원트",1
"원트지시",1
"월급주고",1
"월삼백만",1
"웨잌미업",1
"위기탈출",1
"위주",1
"위치",1
"위험",1
"위험한거",1
"유닛",1
"유닛무대",1
"유도누나",1
"유도눈",1
"유도언니",1
"유도언니목소리들리노",1
"유도언니아",1
"유동",1
"유익한",1
"유지장치",1
"유쾌한척",1
"유튜버",1
"유튭",1
"으로",1
"윾걸이",1
"윾동이",1
"윾이",1
"음색",1
"음중",1
"읍냐",1
"응원봉",1
"의식의흐름",1
"의심",1
"이게뭔개소리지",1
"이게뭔뜻임",1
"이넘",1
"이누",1
"이때",1
"이러",1
"이런거",1
"이런거까지",1
"이럼",1
