"noun","n"
"네이버메인",2
"뇌신경",2
"느낀점",2
"다리",2
"다현아",2
"대가",2
"대학",2
"던파",2
"동안",2
"디씨",2
"딸기",2
"똥싸고",2
"랭킹",2
"런웨이에",2
"로긴",2
"리액션",2
"링크좀",2
"마음",2
"맨날",2
"메들리",2
"메인",2
"멤버시",2
"명칭",2
"몇시간",2
"모델",2
"모델들",2
"모모시",2
"못가",2
"못봤어",2
"문제",2
"뭔가",2
"미나시",2
"민방위",2
"방송사",2
"벽갤",2
"병신",2
"부대찌개",2
"부탁",2
"분리수거",2
"불침번",2
"붕이",2
"빡쳐서",2
"사람특",2
"사요나라",2
"새벽",2
"샤샤샤",2
"소식",2
"스타",2
"시벌",2
"실검",2
"실화",2
"심장파내",2
"씹것들아",2
"씹쿠텐",2
"아이",2
"아이디",2
"아이짱",2
"아이피",2
"악개임",2
"안나",2
"안녕하",2
"안보",2
"안티",2
"안해",2
"앜랔",2
"양도하면",2
"어중간",2
"어짜피",2
"언급",2
"얼마",2
"엄마",2
"에효",2
"엔딩각이",2
"엔딩무대",2
"엠마",2
"엠씨들",2
"여친",2
"역대급",2
"열이",2
"왓럽",2
"용이",2
"워너잽",2
"워드",2
"원트",2
"윾시",2
"이런거",2
"이박사",2
"이벤트",2
"이시간",2
"이어폰",2
"이웃",2
"이유",2
"인당",2
"인사박",2
"일본애",2
"일본원스들",2
"입갤각",2
"자리",2
"자연",2
"저녁",2
"저번",2
"전체적",2
"정상",2
"조회수",2
"졸커",2
"주년",2
"주변",2
"준비",2
"중국인",2
"지상파",2
"지친거",2
"지효",2
"지효시",2
"직관간",2
"질문좀",2
"쯔뭉아",2
"쯔이",2
"찍덕들",2
"체조콘",2
"총대",2
"추요",2
"축제",2
"출국영상",2
"출연",2
"카톡배사",2
"캣워크",2
"커버",2
"케이콘중계",2
"킹카",2
"텐도형",2
"토요일",2
"토크쇼",2
"트갤앱은",2
"트갤에서",2
"트갤은",2
"트와이스가",2
"트와이스보고",2
"틋카리",2
"틋피스",2
"티비",2
"파우치",2
"패션쇼",2
"팬미때",2
"팬싸",2
"편의점",2
"프리뷰",2
"피부",2
"필요",2
"하나씩",2
"한국노래",2
"한데",2
"한마디",2
"한손",2
"해졌농",2
"해주채",2
"햄버거",2
"행복",2
"현장러들",2
"현장새끼들",2
"호모",2
"활동",2
"회사",2
"회식",2
"효모",2
"흑우없제",2
"히카리",2
"가격하는것도있는데",1
"가기싫어졌다",1
"가나가와에서",1
"가는거",1
"가는거보다",1
"가능한",1
"가르즈",1
"가면",1
"가성비",1
"가운데",1
"가치",1
"각오해",1
"각이",1
"간식뜯어놓고",1
"간음",1
"간첩신고",1
"갈까말까",1
"갈래",1
"갈래요",1
"감성",1
"감옥",1
"감흥도",1
"갑분싸",1
"갑자기여드름",1
"갓반인들",1
"갓직히",1
"갓쿠텐이",1
"갔다오셈",1
"갔으면",1
"강등",1
"강풀만화",1
"강화도",1
"같아서",1
"같이먹으면",1
"같이좀",1
"개국공신",1
"개그맨둘이설치는게",1
"개꿀잼",1
"개념도",1
"개맛",1
"개빡쳐서",1
"개빡치게",1
"개새끼들",1
"개소리들",1
"개시끼",1
"개시발련들",1
"개쌓아놓으면",1
"개씹",1
"개씹인싸될뻔",1
"개예쁘네",1
"개있는데",1
"개추",1
"개추댓해줭",1
"개패듯쳐맞네",1
"개합쳐서",1
"개호로낙지호롱이샛기가",1
"객관화",1
"갤러들",1
"갤러들이",1
"갤럼",1
"갤록안보고",1
"갤록에",1
"갤망해서",1
"갤밴으로",1
"갤밴해서",1
"갤벤",1
"갤벤낚시해도되네",1
"갤벤받을때갤록좀인증해달래서해줫는데",1
"갤벤하면",1
"갤이죽은거같지",1
"갤잘못들어옴",1
"갤질하고싶지않아져",1
"갤질하는데",1
"갤질하는애들",1
"갤질하다",1
"갤창",1
"갤창용",1
"갤창짓하는거보면",1
"갱생",1
"걍주면",1
"거기",1
"거긴",1
"거래되",1
"거리",1
"거보",1
"거저거",1
"거지",1
"거찍",1
"거찍불판했다든데",1
"건강하",1
"건담",1
"걸그루프",1
"걸그룹분",1
"걸스어워드맞냐",1
"걸어다니는거랑",1
"걸어주신거",1
"걸캅스",1
"검색하네",1
"검색하니",1
"검색해서보면됨",1
"검은색",1
"게스트",1
"게스트하우스",1
"겜하는",1
"겟다",1
"결국안떴네",1
"결혼함",1
"겹치는거",1
"계란",1
"계속나",1
"계속볼",1
"계약파기해",1
"계정",1
"고개돌리는거",1
"고거",1
"고기만두",1
"고닉달고",1
"고닉을파도",1
"고닉이",1
"고닉일시",1
"고닉파야되나",1
"고닉파왔어용",1
"고대",1
"고대생들",1
"고민",1
"고민되",1
"고민되네",1
"고민좀",1
"고민중",1
"고백",1
"고생",1
"고싶노",1
"고아노",1
"고어달릴까",1
"고정후보",1
"곡성",1
"곡하고가는거아니냐",1
"곡해도",1
"곡했네",1
"골드키위",1
"골든이글스",1
"곰돌이푸",1
"공개",1
"공개한단",1
"공구",1
"공군",1
"공방",1
"공연가수",1
"공연도",1
"공연장",1
"공연하",1
"공원폴라",1
"공중파",1
"공지",1
"공포영화",1
"과질떳네",1
"관객수좋음",1
"관음하다",1
"괄도",1
"광고",1
"광고질오지게",1
"광광우",1
"괴물쥐",1
"교환하",1
"교환한거",1
"구걸삭제글",1
"구더기",1
"구더기들",1
"구도로",1
"구디봉통하나",1
"구라친거냐",1
"구란",1
"구별하자",1
"구분",1
"구축",1
"구형도",1
"국내",1
"국밥사준데요",1
"굳이무대비공개하는이유가뭐냐",1
"굴삭머",1
"굴삭먼데",1
"굿즈리스트",1
"굿즈줄",1
"궁금한게",1
"궁금한내용",1
"귀신",1
"귀향살",1
"그건아닌거같다",1
"그냥차단",1
"그넘",1
"그넘욕해도",1
"그놈",1
"그대로일거같음",1
"그때",1
"그떡밥으로",1
"그래프갤",1
"그랜드피날레",1
"그런갤은아닌듯",1
"그런거",1
"그럼뭐함",1
"그루뿌",1
"그룹",1
"그룹이름",1
"그만나와",1
"그만마",1
"그머냐현빈이랑유해진나온고",1
"그앰씨들",1
"그자리",1
"극혐",1
"근데일본에",1
"근디딩단아니여도느김팍오자너",1
"글고보니",1
"글댓",1
"글보",1
"글삭",1
"글쓴넘",1
"글안올라옴",1
"글이상하게",1
"글자",1
"금발분",1
"급식들",1
"급식용",1
"급식원스여러분",1
"급여",1
"기가",1
"기간",1
"기도",1
"기만",1
"기만질",1
"기사",1
"기사댓관도안하는것들이",1
"기생충",1
"기암괴석",1
"기억남는거",1
"기타야",1
"기하셈",1
"기회",1
"김석진",1
"김칫국",1
"까지",1
"까플없이",1
"깐나",1
"깜놀했네",1
"깻을땐",1
"꺼무위키",1
"꺼시",1
"꾸레",1
"꾸준",1
"꿀노잼형님",1
"꿀벌",1
"꿀잼",1
"꿀잼수치",1
"꿀팁",1
"끊어진거같다햇는데",1
"끔찍하네",1
"끝까지가농",1
"끝나는거",1
"낌짝이야",1
"나가라고하긴",1
"나갤",1
"나갤공구안한",1
"나갤렌틸포카",1
"나고야",1
"나고야때",1
"나눔러했다가",1
"나눔받은거",1
"나눔슬로건",1
"나눔장소",1
"나눔하",1
"나마비루",1
"나맘의냉장고",1
"나봉도치가뭐에용",1
"나봉도치가뭐임",1
"나봉쓰",1
"나빼고",1
"나연",1
"나연시",1
"나연아",1
"나연이",1
"나연이도",1
"나연이로",1
"나오긴",1
"나온다는거",1
"나올각이",1
"나올꺼같은데",1
"나올삘",1
"나잇값좀",1
"나잇값해",1
"나하나",1
"난리난",1
"남부",1
"남부지방",1
"남았농",1
"남자넷이서",1
"남중",1
"남한드라마",1
"낫자늠",1
"낮은새끼는",1
"낮잠자러간",1
"낰낰부르는것",1
"내꺼",1
"냄받",1
"냄받은",1
"냄받이든",1
"냄받했다",1
"너모",1
"너무비싸다",1
"넘좋다",1
"네이버메인댓관하셈",1
"네이션",1
"년뒤에봐도",1
"념딸러",1
"노기남아서",1
"노기엔딩",1
"노라조",1
"노래부를맛나겠다",1
"노래추천",1
"노래퀄은",1
"노브랜드",1
"노잼",1
"녹덕분들",1
"녹화",1
"녹화점",1
"녹화해서",1
"논쟁",1
"놀란거",1
"놀림당해",1
"농담",1
"농락하는거",1
"농장",1
"누가누구",1
"누가부름",1
"누군지알려줘",1
"누나들",1
"누리",1
"누적",1
"눈에보인다잉",1
"눈치",1
"눈치라는게",1
"눈팅",1
"눈팅중이",1
"뉴디봉",1
"뉴비때",1
"는데",1
"능력자분",1
"니씨발",1
"니애미",1
"닉언",1
"님들로또살돈으로쯔갤서폿참여해주세요",1
"다급한",1
"다깨",1
"다나",1
"다나카",1
"다들어가",1
"다른가수",1
"다른거랑",1
"다른점",1
"다른팀",1
"다방맹이로패",1
"다보는건",1
"다시만들어오긴",1
"다양하네",1
"다운",1
"다운하면",1
"다음날",1
"다음무대",1
"다음주",1
"다음주인거",1
"다이소",1
"다이스끼",1
"다이아까진힘들고혼자금까지는갈수잇는세상같아요",1
"다이어트",1
"다인그룹",1
"다줄",1
"다중이한다",1
"다카하시",1
"다행",1
"단어",1
"단체",1
"단톡방",1
"단톡방있누",1
"단톡방초대됬는데",1
"달고나닉언하면서글링크달면",1
"달고상큼한",1
"닮았네",1
"답변",1
"답변좀",1
"당발을많이했는데",1
"당일날",1
"당첨",1
"당첨됬었네",1
"당첨은",1
"당황스럽누",1
"대가리아프네",1
"대갈걸",1
"대공개",1
"대기타",1
"대기타는거",1
"대기타보",1
"대단하네",1
"대단함",1
"대리찍",1
"대머리",1
"대박",1
"대소동",1
"대체",1
"대통령벗기기맵받은적있음",1
"대표",1
"대학다닌다는",1
"대학떡밥바꾸는건",1
"대학축제",1
"댄스",1
"댄스대회",1
"댄스브",1
"댓관",1
"댓관가라는글",1
"댓관해라",1
"댓글을",1
"댓달고온다",1
"댓추",1
"더이뻐",1
"덕분",1
"던지는거",1
"데스",1
"데이터",1
"도모도모",1
"도배해",1
"도시락",1
"도입",1
"도착한지",1
"도쿄",1
"도쿄돌아다니다",1
"도키도키도키",1
"도토리",1
"독도새우얘기",1
"돈낭비",1
"돈낭비하지마",1
"돈도안됨",1
"돌릴꺼면",1
"돌이라",1
"돌파",1
"돔투어때",1
"동네",1
"동생년",1
"동생친구넘",1
"동생친구놈",1
"동생친구들팰까",1
"동성애",1
"동영상감사인사",1
"되게많은데",1
"되진마라",1
"두개",1
"두곡",1
"두놈",1
"두눈부릅뜨고잇자너",1
"두번하는게",1
"두자리",1
"두팀",1
"둡갤",1
"둴달에",1
"뒤지는거",1
"듁을것",1
"드라마",1
"드림드림파트",1
"드립칠려고했는데",1
"들고있는거뭔데",1
"들리는거",1
"들박짤",1
"들아",1
"들와서",1
"들이",1
"등되면",1
"등록",1
"등신들",1
"등장시간",1
"등장인물",1
"디비디",1
"디슾",1
"디시",1
"디씨가",1
"디씨에서",1
"디엠",1
"디웹",1
"디자인해줘쓰면",1
"디제이칼리드",1
"디졌농",1
"디지",1
"디질수이씀",1
"딘지",1
"따리",1
"딱딱이",1
"딸기빙수",1
"딸치는게",1
"때장",1
"떔에",1
"떡고모교추",1
"떡밥머",1
"떡밥먼저올리",1
"떴누",1
"떼씀",1
"또흙이고",1
"똥글조회수는높은데",1
"똥노잼이네",1
"똥버러지들밖에없어서",1
"뛰겟냐설마",1
"뜨나용",1
"뜰시간인데",1
"띵단간줄",1
"띵단시켜면",1
"띵단에있던넘인데",1
"띵단인데",1
"띵단차단과",1
"띵단풀리면뭐하노",1
"띵작이지",1
"라는데",1
"라떼",1
"라면사리",1
"라스트",1
"라스트아이돌머",1
"라안되네씨발",1
"라운드",1
"라이브",1
"라인시청자올릴려고",1
"라인업",1
"라인채팅",1
"라인채팅상황",1
"라인채팅창상황어떠냐",1
"라조",1
"라쿠땡",1
"라쿠텐가는놈은",1
"라쿠텐걸즈중계링크",1
"라쿠텐도가는놈이",1
"라쿠텐반대갈려했는데",1
"라쿠텐벌레들",1
"라쿠텐영상",1
"라쿠텐오늘부터불매운동함",1
"라쿠텐은가",1
"라쿠텐출연진",1
"라쿠텐하",1
"라쿠텐했다",1
"라쿠텐했다로",1
"라쿠텐행사",1
"락텐",1
"랑하고싶은거",1
"랩채영좌는",1
"럭비공",1
"런웨이뜨냐",1
"런웨이를",1
"런웨이하면",1
"런타임",1
"레드카펫",1
"렌틸포카개이쁘누",1
"렌틸포카퀄",1
"련하노",1
"로갓할땐",1
"로갓해",1
"로그아웃",1
"로또번호받고",1
"로또추첨",1
"룸카페에서",1
"른족이형",1
"리허설",1
"립싱크걸리고",1
"링크줘도안하니까",1
"마갤봤는데",1
"마갤어딘가에",1
"마귀",1
"마닐라",1
"마디",1
"마루에몽",1
"마리",1
"마이너",1
"마주보",1
"마지막순서",1
"만계정",1
"만담",1
"만담하",1
"만만하",1
"만수르",1
"만약",1
"만원부터충전되네",1
"만짤",1
"만포카하나",1
"많은사람들",1
"많이났는데",1
"많이봣던기억이",1
"많이하면",1
"말꼬리",1
"말소리",1
"말하",1
"말하농",1
"맘놓고",1
"맘스터치",1
"맛도없고",1
"맛있는거",1
"맛있는걸보면서",1
"망령",1
"망치",1
"망해",1
"망했다할정도면",1
"맞음",1
"맞인사연습단톡방",1
"맞춤용",1
"매너저들은왜",1
"매력",1
"맥북프로",1
"머리",1
"머하누",1
"먹는거",1
"먹을땐",1
"먹이주지",1
"멈춰있누",1
"메탈레이지",1
"멘탈",1
"멤갤나눔싹돌건데",1
"멤버별",1
"멸망기원",1
"명곡",1
"명단",1
"명데리고",1
"명아니라던데",1
"명절때",1
"명절영화",1
"명탐정피카츄",1
"몇개",1
"몇곡",1
"몇곡불럿냐",1
"몇년",1
"몇번",1
"몇십명",1
"몇팀남았냐",1
"모금방송",1
"모노그래프",1
"모델들촐랑촐랑",1
"모델비",1
"모델워크",1
"모델프레스",1
"모두",1
"모르는거",1
"모모배",1
"모모프리뷰",1
"모모피셜",1
"모사미",1
"모솔기준",1
"모집한데용",1
"목빠져",1
"목욕탕",1
"목을축입니다",1
"목짤리고",1
"못되는걸로",1
"못들어가냐",1
"못보기",1
"못보나본데",1
"못보는거냥",1
"못보는데",1
"못보지",1
"못본",1
"못봄",1
"못비비",1
"못쉬는데",1
"못알아듣는",1
"못자",1
"못참고",1
"무대가아",1
"무대만하는거야",1
"무대소리",1
"무대소리안들리지",1
"무대안보",1
"무대중이",1
"무대지금하는중",1
"무대하는중인갑네",1
"무대할",1
"무리드",1
"무사함",1
"무슨일",1
"무시하지마",1
"문투수",1
"문투이벤",1
"문투인증당발",1
"문투하려",1
"문투한",1
"물건",1
"뭐뜰까",1
"뭐라고한지잘못들엇는데",1
"뭐보누",1
"뭐보는데",1
"뭐시켜먹을지",1
"뭐야이거",1
"뭐하는거임",1
"뭐하는회사냐",1
"뭐하러보냐",1
"뭐해써",1
"뭔이야기하는지",1
"뭔지",1
"미가",1
"미나",1
"미나목소리느낌잇",1
"미나봇",1
"미띤",1
"미방영",1
"미치게떠",1
"미칫나",1
"민족",1
"민주화운동",1
"민초",1
"밀리는거",1
"바렛타인데",1
"바야대",1
"바이올린",1
"박수쳐달라는데",1
"박제",1
"박제폴더",1
"박지효",1
"박철아",1
"밖에",1
"반고닉원인어밀양이라도하면의심안하자너",1
"반사",1
"반응",1
"반자이",1
"반쯤",1
"반칙",1
"받는거",1
"발거",1
"발견",1
"발련",1
"발련아",1
"밝지효",1
"밝지효는",1
"방구석",1
"방러",1
"방명록",1
"방법",1
"방법씩",1
"방송스케줄보",1
"방송안나옴",1
"방송전",1
"방송중",1
"방송한단다",1
"방영될거같음",1
"방종각",1
"방탄",1
"배거파",1
"배경화",1
"배달",1
"배달앱",1
"배민",1
"배송",1
"배터리",1
"배틀트립도",1
"배틀트립은",1
"배틀트립이나",1
"배틀트립이랑",1
"백업",1
"백팩갖고가서",1
"백퍼",1
"뱅뱅파트",1
"버닝",1
"버퍼뭔데씨발",1
"번봤는데",1
"번호상관",1
"번호순",1
"베라내가썻다",1
"베라만받으면",1
"베라시켜먹을지",1
"베이커가의",1
"베틀트립",1
"벨벨벨",1
"벽갤때",1
"벽갤에",1
"별루",1
"별맛",1
"병카리",1
"병크가",1
"병크난거",1
"보고있나보네",1
"보관함",1
"보냈노",1
"보는거",1
"보는내내",1
"보는느낌이네",1
"보는다신",1
"보닌제일",1
"보세",1
"보이농",1
"보이스",1
"복고",1
"복습좀",1
"본래",1
"본부가",1
"본부부터",1
"본부야",1
"본부패면",1
"본분들이",1
"본인글",1
"본진",1
"볼링",1
"볼살",1
"볼수잇어여",1
"봄여름",1
"봄투어",1
"봤너",1
"부계",1
"부랄",1
"부를각인데",1
"부모님",1
"북벌왔노",1
"분거",1
"분까지",1
"분뒤에",1
"분이상하는게",1
"분지",1
"분쯤",1
"분할로",1
"불가능",1
"불매",1
"불쌍해서",1
"불안한데",1
"불알긁으며",1
"불침번합",1
"불편함",1
"불평등",1
"븅신은",1
"브금",1
"블랙핑크",1
"블핑이",1
"비곤개",1
"비공개라는데",1
"비공개하",1
"비공개행사",1
"비밀",1
"비밀로안하고올림",1
"비밀리",1
"비슷한",1
"비싸눙",1
"비싼놈들불러다",1
"빅히트대박상품",1
"빌드업하면",1
"빠순이",1
"빡치게하는데",1
"빤시빤시",1
"빨리터짐",1
"뻘쭘하게",1
"뽀뽀",1
"뿌듯한",1
"뿌릴게여",1
"쁘앱",1
"사건",1
"사극느낌",1
"사나숲",1
"사나시끝나자마자",1
"사나시이후",1
"사라진거보",1
"사랑",1
"사랑해",1
"사막",1
"사망소식",1
"사생",1
"사실상",1
"사업",1
"사옥앞",1
"사진",1
"사진관",1
"사진넣을수있었자너",1
"사진주",1
"사쯔",1
"사촌동생",1
"사형",1
"사형선고",1
"삭제",1
"살짝",1
"삼대",1
"삼만원",1
"상관",1
"상치않",1
"상품",1
"상황",1
"상황아닌가요",1
"상황중계좀",1
"새끼",1
"새벽만",1
"새싱글나왓엇네",1
"새우깡맛",1
"색기",1
"생각나누",1
"생각남",1
"생각도",1
"생각하니",1
"생일날",1
"생일시",1
"샤갤",1
"샤갤공구",1
"샤샤님",1
"샤샤샤시노",1
"샤샤샤입갤",1
"샤샤시",1
"샤시",1
"서양",1
"서울",1
"서울시",1
"서울역",1
"서재페",1
"서트",1
"서프라이즈",1
"선물안오눙",1
"선플",1
"설리줌",1
"설마저거",1
"성공",1
"성대",1
"성대나왔는데",1
"성원",1
"성적얘기",1
"세대출신",1
"세상",1
"세상제일재밌게보는법",1
"세시까지존버한다",1
"세트",1
"셀카봉",1
"셀털",1
"셋리스트",1
"소개팅",1
"소고기",1
"소굴",1
"소똥",1
"소름",1
"소름돋는거봄",1
"소세지",1
"소속사",1
"소외감느끼는중",1
"소주마시",1
"손가락",1
"손동작",1
"손절함",1
"솔로",1
"솔직히황올",1
"솔쿠나인",1
"솔플인데",1
"수능봐서",1
"수도권",1
"수박잇는데",1
"수영복",1
"수육무침먹고왔는데",1
"수정좀",1
"수준",1
"수집",1
"수토",1
"수퍼드래곤",1
"순삭",1
"순서",1
"순위",1
"술심부름나왔다",1
"술자리",1
"술주정",1
"술펴먹소",1
"숨긴애들은",1
"쉑기들",1
"쉬운쎄상이농",1
"슈스를왜저런앰창행사에",1
"스레기단이뭔데",1
"스미마셍",1
"스타워즈",1
"스택",1
"스택높은데",1
"스택쌓인뒤로",1
"스탠댕",1
"스탠딩뛰",1
"스탠딩양",1
"스탬프",1
"스톤",1
"스튜디오토크",1
"스트레스",1
"스페셜포카",1
"스포강함",1
"스포애미디진년아",1
"스포티",1
"스포하시",1
"스포하지마",1
"슬로건들거임",1
"슬로건이야기나올때",1
"습슬하네",1
"승자",1
"시간넘어서",1
"시간떼워야",1
"시그널",1
"시까지고",1
"시까진데",1
"시끝이라는데몇팀남음",1
"시너지",1
"시리즈",1
"시마이데스",1
"시마이하",1
"시민",1
"시바",1
"시바꺼",1
"시벌년",1
"시부터쳐보고앉아잇는데개시발",1
"시상",1
"시상식",1
"시이이이이발",1
"시작하네",1
"시작한거",1
"시진핑",1
"시청자수",1
"시험때문에",1
"신과함",1
"신기한점",1
"신낫네아주",1
"신선하네",1
"실력",1
"실수령액",1
"심상치",1
"심심하지",1
"심장파내는거",1
"심플하게",1
"십덕광고",1
"십새",1
"싱글",1
"싱크맞춰라",1
"싱하형은",1
"싱하형이지",1
"싶농",1
"싶누",1
"싸늘",1
"싸운거",1
"쌈싸먹는건",1
"쌍둥이",1
"쌍욕해도",1
"쌤통",1
"썰이",1
"쑤셔죽이고싶음",1
"쒸벌",1
"쓰는거보니",1
"쓰레기",1
"쓰레기까지치우",1
"쓰레기다치우면",1
"쓰레기썰은",1
"쓰레기줍기",1
"쓰바라씨이",1
"쓰지마라",1
"쓴다는거",1
"씨발",1
"씨발년",1
"씨발년이라",1
"씩오르는거",1
"씹것들",1
"씹너",1
"씹덕놈들아",1
"씹덕들아",1
"씹새끼들아",1
"아니녀",1
"아니현장비공개이벤트따위를",1
"아닌넘들",1
"아다땐썰",1
"아들",1
"아라카라",1
"아라키",1
"아래화",1
"아리가토고자이마시타",1
"아메리카노",1
"아무",1
"아무것도몰라요",1
"아무도모",1
"아무리많아도",1
"아버지",1
"아빠",1
"아빠나",1
"아빠언제나가느",1
"아빠오늘",1
"아싸라서",1
"아씨발좆냥이씨발년들때매잠다깨서좃같은데개좃찐찌버거버러지트갤러나존나쳐패야겠다",1
"아육머탈갤하고",1
"아이도루",1
"아이돌",1
"아이디어",1
"아이스크림도",1
"아이쨩",1
"아이큐",1
"아저씨",1
"아점",1
"아직도틀어놓고있냐",1
"아직못받아서",1
"아직아",1
"아직안나옴",1
"아직입갤안햇는디",1
"아홉시",1
"악개네",1
"안가져",1
"안깐거",1
"안나오면나온다한놈푹찍",1
"안나옴",1
"안나왔농",1
"안녕하심",1
"안락사",1
"안마",1
"안무",1
"안무따라하는",1
"안무인거",1
"안보여주는거",1
"안본넘",1
"안본새끼",1
"안봤는데",1
"안사",1
"안생김",1
"안올려주냐",1
"안짤리는중",1
"안터짐",1
"안하",1
"안하는거봐",1
"안함",1
"앉아있질못하겠던데",1
"알려달래",1
"알바일함",1
"알아서댓관해라",1
"암달리반피카소",1
"앙콘은",1
"앜랔서",1
"애교",1
"애미디졌나",1
"애스홀이란말",1
"애정",1
"애초",1
"액스맨",1
"앰창텐",1
"야갤",1
"야들",1
"야민정음",1
"야발",1
"야야야야",1
"야한데",1
"약속",1
"양도원합니다",1
"양반",1
"얘기나와",1
"얘좀",1
"어그",1
"어그로",1
"어그로고닉",1
"어도되",1
"어디가",1
"어디가야하노",1
"어디가지마",1
"어디로가야함",1
"어디뭐",1
"어딨너",1
"어딨는데",1
"어떤반고닉",1
"어떤새끼는",1
"어려움",1
"어우",1
"어제방송탐",1
"어쨌다고",1
"어처구니",1
"어케간거냐",1
"어케받냐",1
"어케보관해",1
"억울",1
"억원은",1
"언니들",1
"언니들이",1
"언대깨만",1
"언저리",1
"언제까지할거임",1
"언제나옴",1
"언제씻고나가야되냐",1
"언제없어질라나",1
"언제쯤",1
"얼마전",1
"업무",1
"에새끼",1
"엔딩인가본데",1
"엔빵비",1
"엠스테도",1
"엠씨",1
"엠씨언니오빠",1
"엠씨형",1
"엣날통닫",1
"여가수분",1
"여경",1
"여기먼데",1
"여기부분",1
"여기서봐도",1
"여기잇는분",1
"여러분",1
"여러분라면드시지마세요",1
"여성",1
"여주",1
"여주긴",1
"여행금지",1
"역효과",1
"연대놈",1
"연머생",1
"연세대가",1
"연세대한명가야",1
"연습",1
"연애",1
"열광적",1
"열정적",1
"열직캠",1
"염력",1
"염색함",1
"였다",1
"영상덕",1
"영상보",1
"영상올린넘인데",1
"영상하나",1
"영시",1
"영아",1
"영역싸움",1
"영혼보",1
"영화볼",1
"예능",1
"예매",1
"예쏠예",1
"예오예",1
"예오예팬시댄나랑메들리",1
"예올예도",1
"예올예떼창보니까",1
"예전꺼로해서",1
"예전트갤이",1
"예정",1
"예체능",1
"옛날",1
"오누",1
"오눌",1
"오늘배틀트립도",1
"오늘저녁왠지",1
"오늘편도",1
"오늘하는거",1
"오랜기간유동활동",1
"오류뜸",1
"오밤중",1
"오십",1
"오오토리",1
"오진다",1
"오타내는거",1
"오프",1
"오프닝",1
"오후",1
"온라인",1
"올라오넹",1
"올렸을땐",1
"올리누",1
"올린거",1
"올제잘",1
"와이데스",1
"와이파이",1
"왁싱을",1
"완숭이들",1
"완전하얌",1
"왓럽도",1
"왕따",1
"왜간겨",1
"왜못감",1
"왜보농",1
"왜이",1
"왜이렇게",1
"왜이룸",1
"왜저래",1
"왜캐",1
"왜케웃기지",1
"왤캐",1
"외국인",1
"외모",1
"왼쪽",1
"요원님",1
"요즘트갤은",1
"요청하면",1
"요하긴",1
"욕먹는거보단",1
"우는거",1
"우리나라",1
"우리애",1
"우리쯔위는",1
"우리학굔",1
"우승",1
"우아",1
"운거",1
"운동",1
"운전가능",1
"울와",1
"울와각",1
"울와같은",1
"울와꽂은듯",1
"울와나올거같은데",1
"울와나올느낌나니까",1
"울와땜에",1
