"noun","n"
"이유",2
"인싸쉑들이",2
"인원",2
"일본어",2
"잘못",2
"재기차",2
"저번",2
"저새끼",2
"정모인원",2
"조칠",2
"좌석",2
"중반대로",2
"지니뮤직",2
"지하",2
"지효시",2
"차트",2
"첫콘이",2
"체조콘",2
"추억",2
"추천좀",2
"친구",2
"친구수",2
"카라카",2
"카톡",2
"컨셉",2
"컴백",2
"콘서트날",2
"크롭티",2
"클린한",2
"트갤나눔",2
"트갤은",2
"트와이스가",2
"팬이벤트",2
"퍄퍄",2
"펜스",2
"펭귄문제",2
"포토북",2
"하나",2
"한명",2
"해피해피",2
"현장수령",2
"확률주작하면",2
"횟수",2
"흡연",2
"가는거",1
"가는사람중에",1
"가도되",1
"가도됨",1
"가방",1
"가사",1
"가슴",1
"가온",1
"각이",1
"간식나눔",1
"갈고리수집하면",1
"갈말",1
"갈아타는거",1
"감기",1
"감동적인거",1
"감사",1
"감사해야혀",1
"갑이면",1
"갓갤로",1
"갓겜많았는데",1
"갓디봉",1
"갓우민님",1
"갖고있는거",1
"같네",1
"같농",1
"같다",1
"개갤",1
"개꿀잼",1
"개꿀잼이네",1
"개념",1
"개높넹",1
"개돼지빠는것들은",1
"개들고",1
"개미",1
"개병신",1
"개빡치네",1
"개삘임",1
"개새끼들",1
"개시끄럽네",1
"개시발",1
"개운함",1
"개인나눔",1
"개정도씩",1
"개좃망겜",1
"개좋누",1
"개줫찐따새끼",1
"개지를을해서",1
"개짓",1
"개추좀",1
"갤러님들",1
"갤러리",1
"갤벤함",1
"갤을본다면",1
"갤주픽이지",1
"갤질하는데",1
"갤창들",1
"갤창배너잇스면",1
"갬성",1
"갱이맞",1
"거실",1
"거찍리스트",1
"걱정",1
"건전지",1
"걸그룹",1
"걸레짝년",1
"걸크하게",1
"검색함",1
"검색해서",1
"겁나커엽네",1
"게이",1
"겜하다",1
"결과",1
"결론나면",1
"결제가능",1
"경우",1
"계약하",1
"계좌",1
"계집",1
"고나",1
"고나리",1
"고닉달고",1
"고닉소식에",1
"고닉일시",1
"고려대",1
"고민되",1
"고백송",1
"고사서가",1
"고소",1
"공개",1
"공구한",1
"공구해서",1
"공기밥",1
"공부",1
"공식",1
"공식원스",1
"공역",1
"공연가",1
"공유",1
"공이",1
"공트뭐고",1
"공평한거",1
"공해",1
"관계",1
"관심업슴",1
"광고",1
"광주광역시",1
"괜코들",1
"교세라돔이",1
"교환갤러리",1
"교환권",1
"교환해주는거에",1
"구경",1
"구경오",1
"구매하려",1
"구역으로",1
"구역인",1
"구역좀",1
"구자욱",1
"국내",1
"국민카드",1
"국밥말",1
"국카팩트는",1
"군대가면",1
"군대가서",1
"군인인애들",1
"굳건",1
"굳즈샵",1
"굴리",1
"굿드살때",1
"굿즈사려면",1
"굿즈살때",1
"굿즈살려면",1
"굿즈샵",1
"굿즈줄",1
"굿즈줄에서",1
"굿즈줄에서도",1
"궁금",1
"궁금해서",1
"궁예",1
"궁이",1
"귀신",1
"귀엽자너",1
"귀찮누",1
"규모",1
"그거티네누",1
"그건그렇고",1
"그냥우연히집들어온거래요",1
"그늘막",1
"그룹",1
"그분",1
"그자리",1
"그지새",1
"극딜넣어서",1
"근처에",1
"글댓",1
"글댓스택",1
"글댓합이",1
"글올리는데",1
"금연하기",1
"금연하면",1
"급감",1
"기부한",1
"기분",1
"기쁜날인데",1
"기사떴네",1
"기옥채운다음",1
"기차",1
"긴팔",1
"김쯔위추하노",1
"까지",1
"깐나",1
"깔끔",1
"깜빡할",1
"꼬릿말",1
"꾜파",1
"꾸꾸까까",1
"꾸미",1
"꿀잼",1
"끊을예정",1
"끝날거",1
"끝내기홈런",1
"나갤을",1
"나갤이구요",1
"나눔러인데",1
"나눔받으려면",1
"나눔변경된거",1
"나눔지도",1
"나눔하",1
"나눔해",1
"나눔했는데",1
"나도전",1
"나모트틋",1
"나모트틋장소",1
"나보앙",1
"나봉스",1
"나봉아",1
"나쁜주작",1
"나연",1
"나연이면",1
"나옛날엔",1
"나오기전",1
"나온거",1
"나올예정",1
"나이키",1
"나정모사지미다채쯔트갤이",1
"나직캠",1
"난리",1
"남덕잇으면",1
"남았누",1
"남음",1
"낰낰",1
"내가볼땐",1
"내놔",1
"내일날씨",1
"내일휴가",1
"낼아침에",1
"낼휴가다",1
"냄새",1
"너내",1
"너무파이가크고",1
"널내담같은",1
"넘네",1
"넘들아",1
"넣으라해",1
"넥슨",1
"넷마블",1
"념글",1
"노래들",1
"노무",1
"노숙자들",1
"노잼",1
"누가봐도",1
"눈치까지주면",1
"눈치없는새끼는",1
"눈치주먄",1
"눈팅",1
"뉴디봉",1
"뉴빈데",1
"느그",1
"니네",1
"니들땜에",1
"니들십덕들",1
"니들이물고빠는",1
"니애미",1
"니애미는",1
"다른분먼저하는중",1
"다리부러져서",1
"다막힌거라는데",1
"다모",1
"다빠지니까",1
"다뺐기고",1
"다뺐길듯",1
"다시보는데",1
"다쓰",1
"다없앰",1
"다음주가",1
"다조질",1
"다현",1
"닥달",1
"달성",1
"달전",1
"달창",1
"닭사모도",1
"담당마케터",1
"담배",1
"담배떡밥하",1
"담배똥내풍기",1
"담배라",1
"담배피지마라",1
"담뱃값",1
"당일",1
"당첨되",1
"당첨될예정",1
"당첨됬냐",1
"당첨시켜주면",1
"당황해서",1
"대가리수",1
"대구",1
"대리구매해준거",1
"대리구함",1
"대리찍사해드",1
"대리해드",1
"대박",1
"대박소식",1
"대사립오는사람",1
"대신맨아",1
"대전사는놈들아",1
"대학교매점",1
"대학나왔다고",1
"대황족",1
"댈거가튼데",1
"댓관",1
"댓단",1
"댓단거",1
"댓삭해라",1
"댓좀",1
"더들어야",1
"더움",1
"덕질비용",1
"던파",1
"던파페스티벌",1
"데이터",1
"도시락",1
"도안",1
"도착",1
"도쿄돔가기전날",1
"도키도키하네",1
"돈받으러",1
"돈아낄려고",1
"돈안모임",1
"돈주고샀는데",1
"돌림빵",1
"돌출나",1
"돌출무대",1
"돔투어부터",1
"돔퉈",1
"동네",1
"동문선배들",1
"돼공겜이고",1
"되팔렘",1
"두개나",1
"두공기기본이엇는데",1
"두부니즘",1
"두장각이",1
"둘다안하는데",1
"둡갤",1
"뒷번호",1
"뒷열",1
"뒷펜스는",1
"드립",1
"드립치",1
"들아",1
"들어가잇던거",1
"디가",1
"디시콘",1
"디씨",1
"디져",1
"디질",1
"따라한거",1
"따서",1
"딸기티",1
"때문",1
"떡고",1
"떡밥역겹네",1
"또뺏겼는데",1
"똑같이해봤는데",1
"똥돼벨퀴들",1
"뚝배기",1
"띵단에",1
"띵언목록",1
"라면",1
"라우브",1
"라이키",1
"라해",1
"래퍼도",1
"레벨",1
"레카교환하면",1
"려고햇는데",1
"로갓한거다",1
"로그인",1
"로드호그",1
"로또",1
"로퍼로",1
"롯데리아",1
"룸메즈",1
"마나피",1
"마넌임",1
"마스크",1
"마지막",1
"마찬가지",1
"막아놧네",1
"막콘",1
"막콘보고와서",1
"막콘티켓원가양도하면",1
"막콘표",1
"막판",1
"막퍼마시면",1
"만넘",1
"만만하",1
"만스밍이네",1
"만언",1
"만원되면",1
"만원어치하는데",1
"만장있는거중에",1
"만장정도",1
"많아지겠농",1
"많은거보",1
"많이산새끼",1
"맏언니",1
"말안했는데",1
"말하",1
"망간",1
"망와이스",1
"망이네",1
"맞음",1
"맞짱뜨",1
"매진",1
"매진이겟당",1
"맥주",1
"맥주빨",1
"머글인데",1
"머리구매",1
"머머",1
"먹음",1
"먼가이번에",1
"먼저",1
"멍청하면",1
"메모",1
"메이플했었는데",1
"메인무대",1
"멘붕와서",1
"멘솔",1
"멤갤찾기하겟네",1
"멤버",1
"멤버들",1
"멸망",1
"명줄었는데",1
"명지대생",1
"몇명",1
"몇석",1
"몇시간함",1
"몇시도착이",1
"몇장",1
"모델",1
"모습",1
"모양",1
"모음글",1
"모자쓴거",1
"목소리",1
"목요일",1
"목욕탕",1
"목질하",1
"몬엑버거드샘",1
"몸매땜",1
"못가",1
"못가는거",1
"못갈줄알앗는데",1
"못감",1
"못듣냐",1
"못따라가고",1
"못받아봄",1
"못보는데",1
"못샀는데",1
"못참겠다",1
"묘갤과",1
"묘챙갤",1
"무료",1
"무료나눔받은",1
"무서움",1
"무슨느낌인데",1
"무슨뜻인지",1
"무시하",1
"무통",1
"문재인뽑음",1
"문제",1
"문제뭔데",1
"문제점",1
"물품",1
"뭐라생각하겠냐고",1
"뭔가요",1
"미나",1
"미니파이터",1
"미만",1
"미안",1
"미안한데",1
"미용실",1
"미챙갤",1
"미챙정",1
"미친놈들이",1
"바퀴벌레하",1
"바퀴보고",1
"박수",1
"박수이벤트",1
"반고닉새끼",1
"반바지",1
"반송",1
"반인들",1
"반입",1
"반팔",1
"반팔반바지",1
"받는거",1
"발견",1
"발놈들아",1
"발련들",1
"발련아",1
"발주좀",1
"발주하라",1
"발판",1
"밥말앗눈데",1
"방러들",1
"방빼라",1
"방송",1
"방탄",1
"배달음식",1
"배송",1
"배터리",1
"백섭하는데",1
"백수들이",1
"버러지새끼들",1
"버스타고",1
"벅차오르고",1
"번대면",1
"번이",1
"번인데",1
"번차이",1
"벌레",1
"벌레갤",1
"베댓",1
"변동",1
"병신갤",1
"병신년",1
"병신아",1
"병신이",1
"보고",1
"보관소",1
"보닌앞에서",1
"보배",1
"보지뜯어내서",1
"본사",1
"본사람",1
"볼꺼추천좀",1
"뵹신들",1
"부분",1
"부어라마셔라하면",1
"부채",1
"분걸리네",1
"분리수거",1
"분향소",1
"불쌍하노",1
"불편함",1
"븅신이",1
"비밀원스",1
"비추찍은거봐라",1
"빅히트",1
"뺀시",1
"삘왔는데",1
"사고치",1
"사노",1
"사람들",1
"사람만날까",1
"사람수채",1
"사랑해주",1
"사먹을려고",1
"사장",1
"사전",1
"삭제한",1
"삭제함",1
"산업체",1
"살발라먹고",1
"삼각형",1
"삼구",1
"삼성끝내기쳤다",1
"삼성이",1
"상관무",1
"상시판매해",1
"상한거",1
"상황",1
"새기",1
"새끼들보",1
"새로바꾼",1
"새우맛",1
"생각하는거",1
"생각하니",1
"생각함",1
"생리",1
"샤갤공구안한",1
"샤둡이랑",1
"샤샤샤시",1
"샤워",1
"샤인어라이트도",1
"서울대",1
"서재패보",1
"서포트",1
"선배밴드",1
"선호",1
"선호도",1
"설마있을까",1
"설명",1
"설치",1
"설치한거",1
"성능좋",1
"성지순례",1
"성희롱",1
"세상",1
"세스코",1
"섹션",1
"셋리",1
"소감때",1
"소감말",1
"소개",1
"소규모",1
"소금존나먹는거던데",1
"소라는것을",1
"소비자",1
"소식",1
"소원",1
"속보",1
"손해",1
"솔직",1
"쇼미나가네",1
"수령",1
"수록곡무대때",1
"수박",1
"수십마리",1
"수정",1
"수질",1
"수치플",1
"순대국",1
"순서",1
"순회하",1
"술담배",1
"술자리",1
"스냅챗깔",1
"스밍돌려",1
"스타",1
"스탠딩에",1
"스탶같은",1
"스토커",1
"스트리밍",1
"스페셜포카",1
"스포",1
"스피드페인팅",1
"슴망왑빅히트상대로",1
"시간대가",1
"시간빨리가게하는",1
"시간빨리가게하려면",1
"시간을달려서",1
"시간질문좀",1
"시그널",1
"시말서",1
"시발디진거",1
"시작해도",1
"식스틴",1
"식은땀흘린적잇음",1
"신검받으러가는데",1
"신곡",1
"신기하네",1
"신분증",1
"실사",1
"실시간",1
"실시간아웃",1
"실시간지니",1
"실화",1
"십덕",1
"싸아님",1
"싸인",1
"싸인볼",1
"싹비울까",1
"싹비워야겠다",1
"쌉노잼이네",1
"쓰레기",1
"쓰레기단",1
"쓰레긴데",1
"씨발년",1
"씹덕거를",1
"씹덕들",1
"씹덕들아",1
"씹덕새끼드랑",1
"씻팔",1
"아기",1
"아내일알바하는거좀그렇네",1
"아닌이상",1
"아룸영통",1
"아미들",1
"아미무서워서",1
"아사히",1
"아앙하아아앙",1
"아이디",1
"아이러버곡",1
"아이피로",1
"아이피보소",1
"아재",1
"아재원슨데",1
"아주머니",1
"아직",1
"아침일찍",1
"악취훈련간",1
"안가네",1
"안꾸몄다",1
"안녕하",1
"안되는거",1
"안모이는이유",1
"안보",1
"안본다",1
"안사먹",1
"안시키",1
"안씻은지",1
"안올린거",1
"안파는데",1
"안팔던데",1
"안함",1
"안해",1
"않넣냐",1
"알칼리건전지",1
"암거너에",1
"암소매",1
"애들사진걸려있어서버리지도못하고",1
"애써감추던",1
"애즈원",1
"액정클리너",1
"야구",1
"야구보",1
"야구장",1
"야짤",1
"약속",1
"양도해조",1
"양심적",1
"양쪽",1
"어가도",1
"어깨놈",1
"어디갈지",1
"어디갔누",1
"어떤식으로",1
"어머니",1
"어머니들",1
"어부지리",1
"어처피",1
"어치",1
"어케써야하냐",1
"어케하면",1
"어케하죠",1
"어케해야되냐",1
"어쿠스틱",1
"어플",1
"억뷰",1
"언급",1
"언급안함",1
"언제뜨냐",1
"언제본거같은데",1
"언제쯤",1
"얼마안",1
"얼업",1
"엄지만한",1
"엄청시원한",1
"업이노",1
"없농",1
"없앨꺼야",1
"에이전트",1
"엑소",1
"엔딩때",1
"엠넷",1
"엠카",1
"엠카때",1
"여름용",1
"여자꼬",1
"여자친구퀴",1
"여지껏취미생활하면서",1
"여친",1
"역대급",1
"연결",1
"연동",1
"연속등록뭔데",1
"연습",1
"열차",1
"열흘넘음",1
"영상찍으면",1
"영업이익",1
"영화보고",1
"예약",1
"예전",1
"예정",1
"예측",1
"옛날",1
"오길",1
"오늘진짜",1
"오려",1
"오만원",1
"오빠",1
"오열하",1
"오열하겟농",1
"오지",1
"오츠카",1
"오프닝곡",1
"온판사",1
"온판언제",1
"올공얼마나걸리는지",1
"올려주세염",1
"올리",1
"올린거",1
"올린거같음",1
"올린거봐",1
"올림픽",1
"올림픽체조",1
"올제잘이",1
"올콘가고",1
"올팬좌",1
"와이스",1
"와중",1
"완벽계획",1
"완성됨",1
"왕인줄알어",1
"왜가",1
"왜잘림",1
"왜케추하냐",1
"요약좀",1
"요청",1
"용량도둑이넝",1
"용서해주",1
"우리나라",1
"우리애",1
"우리집",1
"우치티낰시",1
"울와관련",1
"울와목소리들렸는데",1
"울와짤",1
"울와최근사진들빼고",1
"울와한테쓴돈이",1
"움짤",1
"움짤들이",1
"원가",1
"원가양도함",1
"원본",1
"원스",1
"원스들",1
"원정",1
"원트언냐",1
"원트에서도",1
"월급타면",1
"웨이스트백",1
"위가",1
"위드",1
"위조해",1
"유머",1
"유출",1
"유치원갔다오자마자",1
"유통사꺼만",1
"유튜브뮤직써",1
"으면",1
"윾리둥절님",1
"윾이자너",1
"은행가야",1
"음성분석결과",1
"음식부스",1
"음악시장",1
"음중",1
"응모",1
"응원법",1
"응원법복습하다",1
"응원봉",1
"의상",1
"의자",1
"의탠딩에",1
"이게왜",1
"이나",1
"이넘",1
"이돈",1
"이딴걸",1
"이러",1
"이미지",1
"이번년",1
"이번주",1
"이번콘서트때",1
"이벤트용",1
"이상",1
"이상한",1
"이새끼들",1
"이시간",1
"이온",1
"이유가안나",1
"이전",1
"이제알아서",1
"이참",1
"이틀",1
"이틀뒤",1
"이틀만하",1
"이해",1
"이행시",1
"인간적",1
"인기많아지는법",1
"인데",1
"인디언",1
"인생걸",1
"인생첫현질이",1
"인스타알림",1
"인스트",1
"인싸는",1
"인싸들이",1
"인싸라",1
"인싸새끼들아",1
"인싸쉑덜",1
"인싸아니냐",1
"인천사",1
"인터파크",1
"인형",1
"일겅트",1
"일공트",1
"일날",1
"일보",1
"일본반응",1
"일본싱글",1
"일본앨범",1
"일본앨범표지",1
"일본어학원",1
"일본여름",1
"일욜콘",1
"일잇어서",1
"일주일",1
"일주일차",1
"일찍올렸나보네",1
"임나봉",1
"임나봉은",1
"임나연",1
"입금",1
"입대하",1
"입에물려준",1
"입장가능",1
"입장때",1
"잇겟너",1
"있는거",1
"있었노",1
"있을거",1
"있을까",1
"자기",1
"자랑하지마",1
"자리뺏은곳",1
"자야겠당",1
"자정",1
"자체",1
"자폐아수용소",1
"잘못한게",1
"잘생긴넘들",1
"잠금화면",1
"잠실",1
"잠실실내",1
"장난치는거",1
"장소",1
"장소못구하면",1
"재밌음",1
"재생",1
"재생안",1
"재팬",1
"저격질",1
"저격하는거",1
"저격할떈언제고",1
"저녁",1
"저러는거임",1
"저런거하고싶진않다",1
"저새",1
"저새끼애미",1
"저슬",1
"저장용",1
"저쪽",1
"전국",1
"전담",1
"전부",1
"전산팀",1
"전역한지",1
"전쟁선포하노",1
"전화넣으셈",1
"전화해도",1
"전화해서",1
"접수하자",1
"정공들",1
"정도",1
"정배",1
"정보",1
"정사효",1
"정연가은데",1
"정연모모갤",1
"제왑",1
"제왚에서",1
"제하고싶노",1
"젤많이썼는데",1
"조끼",1
"조작해서",1
"조정은",1
"조짐",1
"존나몰릴꺼",1
"존나큰바퀴는",1
"존버중",1
"졸라이쁘넹",1
"졸렬",1
"졸커여서",1
"좃망",1
"좃창내는걸",1
"종이티켓",1
"좆됫네",1
"좆만한새기가",1
"좆망갤인거",1
"좆망갤임",1
"좆목",1
"좆발린곡인데",1
"좆블럭이제",1
"좋은거",1
"좌표",1
"주머니",1
"주변",1
"주으면그자리에서",1
"줄빠따각",1
"줄임말",1
"중력절",1
"중반",1
"중앙쪽",1
"중요한거",1
"중요해",1
"지니때문에",1
"지니복구됫다한다",1
"지니서버",1
"지대갤러리",1
"지도",1
"지도맨",1
"지랄",1
"지랄낫네",1
"지를거",1
"지효누나",1
"지효뜨",1
"지효라는년들은",1
"지효보고",1
"직원",1
"직장인",1
"진동",1
"진지",1
"진짜나눔장소",1
"진짜찾을수있을꺼같은데",1
"집가겠농",1
"집와서",1
"짜릿함",1
"짜파게티",1
"짜파구리",1
"짹넘들",1
"짹넘한테",1
"짹년이",1
"짹놈",1
"쫄딱굶고",1
"쭉짜먹으먼",1
"쯔시",1
"쯔위",1
"쯔위는",1
"쯔위시",1
"쯔위파트중",1
"찍덕들",1
"찐따샛기들",1
"찐특",1
"찜질방",1
"찢어발기고싶게",1
"차단하면",1
"차단햇노",1
"차트전체",1
"착한주작",1
"참고",1
"찾아오지마",1
"찾아주세여",1
"챙갤",1
"챙이",1
"처넌인거",1
"처리",1
"처음봤는데",1
"첨가는데",1
"첨가보는데",1
"첨받네",1
"첫첫콘",1
"첫콘감",1
"첫콘날",1
"첫콘도",1
"첫콘때하냐",1
"첫콘으로",1
"첫콘인데",1
"체조때",1
"체조콘굿",1
"체존",1
"쳐하라해서",1
"초대석",1
"초사드림",1
"총대",1
"총대심사함",1
"총대하자",1
"최고",1
"최고상품",1
"추가",1
"출격",1
"출동해서",1
"출발",1
"충분",1
"치킨",1
"친구들",1
"카드결제",1
"카연갤에도",1
"카터",1
"카톡친구",1
"카톡프사",1
"캐삭빵",1
"캔디봉사",1
"캔디봉앱",1
"캔디봉장례식",1
"캔디봉줄",1
"캔봉",1
"캔봉어플",1
"캔없찐",1
"커담",1
"커피자판기",1
"컴갤로",1
"컴백며칠",1
"컴백주에",1
"컴켜서",1
"콘가기",1
"콘가는순간",1
"콘굿즈목록",1
"콘끝난다음",1
"콘당일",1
"콘도",1
"콘뛰고",1
"콘못찐이",1
"콘서트가게됬는데",1
"콘서트당일날",1
"콘서트전날",1
"콘서트티켓샀는데",1
"콘서트표",1
"콘서트하면",1
"콘시즌",1
"콘테스트",1
"콸호대전봐야하네",1
"쾌적한",1
"쾌적할",1
"쿠폰받아놓고",1
"퀄리티",1
"크롭탑입고",1
"크르르",1
"크트",1
"크트가",1
"크트는",1
"크트지만",1
"큰일",1
"큰행사길래",1
"클라스보소",1
"킁카킁카",1
"킬링파트",1
"킹동입갤",1
"킹럭시는",1
"타갤주",1
"탄만",1
"태양",1
"탱크탑",1
"테러",1
"토스",1
"토스카드",1
"토요일",1
"토요일날",1
"토욜콘",1
"토콘가는데",1
"통검",1
"통신사",1
"통피라는말이",1
"통피쓰면",1
"투구하네",1
"투표",1
"트갤공구",1
"트갤까지",1
"트갤끊기",1
"트갤나눔구경하고싶네",1
"트갤또",1
"트갤러중에",1
"트갤러판",1
"트갤럼",1
"트갤럼들",1
"트갤무료양도함",1
"트갤슬로건샀자나",1
"트갤슬은",1
"트갤쓰",1
"트갤에",1
"트갤장소가",1
"트갤짹타령이냐",1
"트갤총머권주워서",1
"트갤하면서",1
"트레이닝",1
"트붕어는",1
"트붕이",1
"트붕이들이",1
"트신맨",1
"트신맨이",1
"트와이스한테",1
"특별쪽지는왜",1
"특징",1
"틀딱",1
"틀딱기준",1
"틋스타보고",1
"틋슷타",1
"틋진",1
"틋카리",1
"틋콘",1
"틋토리",1
"틋피스그게",1
"틋피스는",1
"틋피스수령자",1
"티셔츠",1
"티켓베이",1
"티티무대",1
"파급력",1
"파우치",1
"판다월드를",1
"판매",1
"팔로우",1
"팔로잉",1
"팔붜짐",1
"팝카드",1
"팡탈시켜놓고",1
"패러디아녀",1
"패자",1
"팩트",1
"팬된거",1
"팬송",1
"팬송이라고",1
"팬송이라는",1
"팬송인지",1
"팬송임",1
"팬싸가고",1
"팬싸면",1
"팬싸인회",1
"팬코",1
"팽귄",1
"퍼임",1
"페이지",1
"펜시복구됨",1
"펭귄맥주뭐",1
"편의점",1
"편의점이안되는거같은데",1
"편지",1
"폐지",1
"포스터",1
"포스터받겠다고",1
"포카리",1
"포카리가",1
"포카리응모",1
"포카리팬싸",1
"포카칩",1
"폭발",1
"폭염주의보",1
"폭염특보",1
"폰겜",1
"폰배경",1
"푸드코드",1
"푸쉬업",1
"푼거",1
"풀어줬노",1
"품절",1
"프리지아",1
"플랜카드",1
"플로타령하노",1
"피똥충",1
"피씨방",1
"필요",1
"하는거",1
"하는거를",1
"하루뚝딱",1
"하시바",1
"하아아아아아",1
"학교",1
"학생",1
"학생놈들",1
"한거",1
"한곳",1
"한국",1
"한데",1
"한병",1
"한세월",1
"한숨",1
"한자리",1
"한잔씩",1
"한줄로해서",1
"한테방송키라해서",1
"한평생",1
"할거",1
"할껀데",1
"할만한",1
"할만함",1
"할인",1
"할인못받냐",1
"해달",1
"해먹",1
"해먹을",1
"해삐해삐",1
"해야징",1
"해와달은알지",1
"해이해졌노",1
"해지방어",1
"햇빛가림막",1
"햇빛때문에",1
"행복한거",1
"헐레벌떡입갤하니",1
"헤이해졋네",1
"헤임달은몰라도",1
"현장",1
"현장구매",1
"현장판매가",1
"현탐",1
"현판",1
"호구들",1
"호구좆",1
"혼밥",1
"혼밥하는주제에",1
"혼영이나하러가야지",1
"혼자공방뛰",1
"혼자쓰",1
"혼자피방가고",1
"혼콘하고",1
"홀더",1
"홍보안해서다행이누",1
"화장실옆",1
"화장실줄",1
"화장품광고",1
"화질",1
"확률조정할확률몇퍼냐",1
"환불",1
"활동",1
"황혼",1
"황홀",1
"회식",1
"회연속",1
"효갤빼고",1
"효모",1
"효모찌",1
"흑우",1
"흡연장",1
"흡연충새끼들",1
"히트곡매들리한다",1
"힛갤",1
