"noun","n"
"기만아",1
"기본브라우져",1
"기수",1
"기자회견안하",1
"긴똥",1
"긴바지",1
"긴바지입음",1
"긴팔긴바지",1
"길거리캐스팅",1
"김쯔위앰생년왓네",1
"김치만두만",1
"깁스",1
"까자",1
"깐나붐",1
"깔창사러왓다",1
"깜박해서",1
"깜빡",1
"깨끗",1
"꼬추",1
"꿀팁좀",1
"끌올",1
"끝날",1
"끼워파는",1
"나갤",1
"나갤공구",1
"나눔돌",1
"나눔리스트",1
"나눔받을려면",1
"나눔슬로건",1
"나눔은그냥",1
"나눔장소어",1
"나눔지도",1
"나눔하는거",1
"나눔하면",1
"나라",1
"나르시스트",1
"나만몰라",1
"나모트",1
"나봉시",1
"나쁜놈들아",1
"나오기도전",1
"나올거",1
"나왜",1
"나은거",1
"나의하늘",1
"나이",1
"나이쳐먹고",1
"나일거",1
"나중",1
"나혼산",1
"낚인게",1
"난장까고",1
"날짜겹친거",1
"남았노",1
"남한말",1
"내꺼에요",1
"내년",1
"내신이나수능망해",1
"내용에씀",1
"내일꺼",1
"내일모",1
"내일콘서트가는분들",1
"내일콘서트못가",1
"내입",1
"내차",1
"낼뭐먹지",1
"낼스케줄",1
"낼여섯시일어날생각인데",1
"낼일찍일어나야되네",1
"낼출근만안햇으면",1
"낼출근해야되는데",1
"낼틋피스",1
"냄새",1
"넘겼슴",1
"넘치는곳에서",1
"넣어놔야지",1
"년뒤",1
"념글봤는데",1
"념글에",1
"노란색",1
"노래",1
"노래방",1
"노래소리",1
"노래소리커지면",1
"노래조음",1
"노벨상타면",1
"놀자판",1
"놈들아",1
"놈아",1
"농림축산식품부",1
"농이",1
"누구부곈데그래서",1
"눈물",1
"눈삼",1
"눈치보이",1
"눈팅하다보면",1
"눈팅한",1
"뉴디봉도",1
"뉴디봉사려면",1
"뉴비들",1
"느그즈원",1
"느긋하게가도된까",1
"늦게할꺼같은데",1
"늦을예정",1
"니들때메",1
"다끝나고",1
"다른갤도",1
"다른거",1
"다른거보다",1
"다른고닉이랑",1
"다리",1
"다리길어야",1
"다받고",1
"다봣는대",1
"다사야",1
"다시한번",1
"다운",1
"다음주",1
"다이소",1
"다이어트",1
"다자고자",1
"다현",1
"다현아",1
"다현이였던거임",1
"단서는풀었는데",1
"단순",1
"단체사진",1
"닭갈비",1
"닮아가누",1
"답변",1
"당당",1
"당산역",1
"당일",1
"당일날",1
"당일면도",1
"당첨되",1
"대가리찍",1
"대관한거",1
"대기시간",1
"대깨트",1
"대깨트였으면",1
"대답",1
"대두되",1
"대량구경",1
"대분비할시간",1
"대사",1
"대신",1
"대처",1
"대트갤",1
"대포면",1
"대학나온넘들은",1
"대학나온새끼들은",1
"대학생",1
"댄나임",1
"댄스파티해서",1
"댓관좀",1
"댓관좀해라",1
"댓글",1
"댓글달려",1
"댓글달림",1
"댓글을",1
"댓달아보셈",1
"댓삭하는거",1
"댓싸지르죠",1
"더달라고",1
"더소름인건",1
"덕질",1
"데뷔초",1
"데이트",1
"도로가",1
"도와주려고했던넘이자나",1
"도와줘오",1
"도착시",1
"도착할수도있는데",1
"도쿄돔",1
"도할생각",1
"돈독",1
"돈받겟다고",1
"돈아깝",1
"돈아낄려고",1
"돈좀",1
"돈주기싫어서",1
"돔못찐도",1
"돔콘뷰잉",1
"돔콘얘기하는",1
"돔투어",1
"돗자리",1
"됐노",1
"되긴하지",1
"되는거잔음",1
"두개",1
"두드러기나",1
"두배",1
"두번째",1
"두볼",1
"두부쿠션",1
"두시간",1
"두장",1
"둘째",1
"둡갤",1
"둡갤도",1
"둡갤만",1
"둡시",1
"뒷사람",1
"뒷열",1
"뒷자리",1
"듀라셀",1
"드디어내일이다",1
"드립치던새끼",1
"든다는거지",1
"들고가고싶너",1
"들어와바",1
"들을노래좀",1
"들이미는거",1
"등급교환권",1
"등급티켓",1
"등록",1
"디봉",1
"디씨",1
"디자인한",1
"따는거",1
"따라하면됨",1
"딴거하려고",1
"딴넘들한테",1
"딸기당근수박참외메론",1
"딸기떼창할거",1
"딸기티랑로션만살건데",1
"땀내",1
"땀범벅",1
"때문",1
"떡밥",1
"떡볶이",1
"떼창함",1
"또나대노",1
"또래오래",1
"뜨는거보고",1
"뜨뜻한물",1
"라면",1
"러브라인",1
"레전드",1
"려막기",1
"로갓했는데",1
"로는",1
"로또",1
"로션",1
"로션을다썻어",1
"로지텍",1
"로켓좌",1
"롱패딩입고가면",1
"리릴리",1
"리스트같은거있음",1
"리프트",1
"리허설",1
"리허설하노",1
"릴리릴리",1
"링크걸",1
"링크안타",1
"마당",1
"마리뜯었누",1
"마소",1
"마스크",1
"막차를탐",1
"막차보단",1
"막차시간",1
"막콘",1
"막콘다음날",1
"막콘스탠딩이좋다는이유가모야",1
"막콘이누",1
"막콘티켓으로",1
"막콘티켓을",1
"만난날",1
"만남의광장",1
"만두",1
"만따리네",1
"만명",1
"만원넘네",1
"만원주네",1
"말구",1
"말하",1
"맛지",1
"맛집추천좀",1
"맞음",1
"맞인사하",1
"매니저",1
"맨뒤",1
"맨손",1
"머가좋아요",1
"머라썻는지",1
"머라욕하든",1
"머지",1
"머튽",1
"머하노",1
"머해여",1
"먹으러가셈",1
"먹을거",1
"먹을만한거",1
"먹잘알이네",1
"먹지마라",1
"먹칠하",1
"먼일잇노",1
"먼저가봄",1
"먼저보고",1
"먼지암",1
"멀쩡한넘인줄",1
"메르시",1
"메모",1
"메이저갤",1
"멜론",1
"멤갤",1
"멤버",1
"멤버별",1
"면도",1
"멸종",1
"멸치",1
"명단링크좀",1
"명정도",1
"명함",1
"몇개",1
"몇개정도면",1
"몇명",1
"몇시가야댐",1
"몇시에",1
"몇시즘",1
"몇시쯤가야",1
"몇이었슴",1
"몇일만",1
"몇퍼일까",1
"몇프로",1
"모가지",1
"모두가예상하는곡들",1
"모래",1
"모르나본데",1
"모리닝만",1
"모모시",1
"모모짱",1
"모시모시",1
"목관리",1
"목요일",1
"몰래따라다니다가",1
"몸무게",1
"몸무게해서",1
"못가곘는데",1
"못가는넘들만",1
"못까겟다",1
"못봤어",1
"못알아듣는다고",1
"못외운",1
"못찾는",1
"못후려침",1
"묘미",1
"무가가믄댐",1
"무료",1
"무료나눔",1
"무서움",1
"무선키보드",1
"무설리보다누물보라도달리는게낫따",1
"무시",1
"문자",1
"물건",1
"물은글",1
"물품보관함",1
"뭐라거",1
"뭐뭐",1
"뭐뭐있냐",1
"뭐뭐있지",1
"뭐타고가야되냐",1
"뭔가했네",1
"뭔갤임",1
"뭔데뭔데",1
"뭔맛으로먹냐",1
"뭘보고하는거야",1
"뮤뱅",1
"미국대학",1
"미나",1
"미나당기나와",1
"미나짱",1
"미니총공",1
"미사용시",1
"미세먼지",1
"미소",1
"미친넘이",1
"밋앤그릿은",1
"바꾸기로햇는데",1
"바뀌는게업냐",1
"바뀐거",1
"바람막",1
"바로옆에",1
"바로옆에잇어도",1
"박사모임",1
"박수수치플한다길래",1
"박스",1
"박제",1
"박지효",1
"박진영",1
"밖에좀",1
"반고닉쉨",1
"반년만",1
"반바지입음",1
"반성해",1
"반지",1
"반팔긴바지",1
"반팔반바지",1
"받는거",1
"받아본넘들아",1
"발거",1
"발견한거",1
"발권",1
"발련들",1
"발주",1
"발톱",1
"발표",1
"밤샘",1
"밥먹구",1
"밥먹기로했는데",1
"방러",1
"방법",1
"방콕콘",1
"배달",1
"배려좀",1
"배민",1
"배민할인",1
"배송",1
"배정",1
"배척함",1
"배치",1
"배포하는거",1
"백팩매",1
"백팩충",1
"밴드",1
"버는거",1
"버티는거",1
"버퍼",1
"번대구함",1
"번인데",1
"번호대",1
"벌떡서서",1
"범두지는거보고",1
"법칙",1
"베를린",1
"베이징",1
"벽갤",1
"벽갤조지고",1
"별밤나",1
"병신되",1
"병신들",1
"병신인증",1
"보관",1
"보는거",1
"보닌특",1
"보다보면",1
"보야줘야",1
"보유중임",1
"복부",1
"복숭아",1
"복숭아맛사이다",1
"부계말",1
"부계뭐",1
"부계있을수도있지",1
"부계해명해",1
"부산사람",1
"부스",1
"부식",1
"부어먹지",1
"부찌",1
"부채",1
"부탁",1
"부탁함",1
"분뒤",1
"분만늘려줫으면",1
"분수넘",1
"분위기",1
"불가능",1
"불법",1
"불편",1
"붕이",1
"붕이불쌍",1
"븅신들은",1
"브이라이브",1
"브이앱",1
"블랙",1
"블랙말랑카우없제",1
"블로거",1
"블로그",1
"비밀원스",1
"비율",1
"비참한",1
"비추",1
"비추폭탄",1
"빡세누",1
"빨럼들아",1
"빨리올려보셈",1
"뻘줌하누",1
"뼈해장국먹으러옴",1
"뼈해장국뼈발려주지",1
"뼈해장국진짜",1
"사갤편지공지",1
"사나짱",1
"사람중",1
"사망",1
"사모쇼",1
"사무실",1
"사생활",1
"사실",1
"사야",1
"사이즈",1
"사이타마임",1
"사이트",1
"사인볼",1
"사전답사간",1
"사정상",1
"사지겟져",1
"사진글",1
"사진을올려",1
"사진을찍어",1
"사진찍은넘",1
"사촌동생",1
"사투리쓰",1
"삭제",1
"살벌함",1
"살아가는거임",1
"샀다",1
"상경",1
"상남자",1
"상상만했는데도",1
"상상함",1
"상세위치",1
"상추",1
"상품",1
"상하",1
"새기들이",1
"새끼뭐",1
"새끼발가락",1
"새벽갤하네",1
"새벽떡밥",1
"새벽음식장사",1
"새벽피시방",1
"새키들",1
"새해",1
"샌들",1
"샘형이",1
"생각나노",1
"생각남",1
"생각하",1
"샤워",1
"샤워하",1
"샤워하면",1
"서러움",1
"서브웨이",1
"서서",1
"서울구경",1
"서울년",1
"서울재즈페",1
"서재패낄끼존나못하노",1
"서재페가는척하다",1
"서재페꺼고",1
"서재페인싸들이",1
"선량한",1
"선물",1
"선선하네",1
"선크림",1
"선택",1
"설리유도글",1
"성님들",1
"성명문",1
"성원",1
"성적희롱하",1
"세뇌해",1
"세상",1
"세유럽미",1
"센세오면",1
"센터가서",1
"셀카봉",1
"셋리스트",1
"셋트",1
"소개",1
"소리남",1
"소속사",1
"소외감",1
"소용",1
"소울컵",1
"소원",1
"소주조합은",1
"속보",1
"손바닥",1
"손톱안자른지오래되서",1
"손풍기",1
"솔로가수들",1
"솔로무대",1
"솔플",1
"솔플하는",1
"수법",1
"수서역",1
"수용인원",1
"수정",1
"수트붕이새끼들",1
"순간",1
"순대국개떙긴다",1
"순대국먹",1
"순댓국먹",1
"순찰",1
"술겜은",1
"술래잡기해",1
"술판",1
"슈스제갤에",1
"스낵랩",1
"스냅챗",1
"스릴러",1
"스밍포카는",1
"스밍할때",1
"스울은",1
"스울이냐",1
"스칼렛링",1
"스케줄",1
"스타",1
"스타벅스",1
"스탠딩입장해서",1
"스탠딩줄스는거몇시부터냐고요",1
"스탠을오는겨",1
"스턱이랑",1
"스포갤",1
"스포당하",1
"스포보단",1
"스포주의",1
"스포하",1
"스포하면",1
"스프레이",1
"스피커",1
"슬리퍼가능",1
"승리",1
"시간대",1
"시간때울방법",1
"시간진짜",1
"시골순대국",1
"시까지",1
"시까지가면",1
"시되면",1
"시바련아",1
"시반",1
"시반이",1
"시반이면",1
"시발거",1
"시발럼",1
"시발아",1
"시발잠이안와",1
"시시작아니냐",1
"시알리스한알가격",1
"시에일났는데",1
"시원",1
"시원한물",1
"시원함",1
"시작시간쯤",1
"시작하네",1
"시정도에",1
"시한부퀴",1
"식당",1
"식사",1
"식스틴할",1
"식중독걸려서",1
"식중독걸릴예정",1
"신기함",1
"신디봉",1
"신사옥",1
"신사옥주변",1
"신의주찹살순대",1
"실감",1
"실습생",1
"실시간차트",1
"실실웃는놈들이",1
"심각한",1
"십새",1
"싸나",1
"쌉고화질루다가",1
"쌔빔",1
"써먹을",1
"썩은물",1
"쑤시내",1
"쓰레기",1
"쓰레기다아아아아아",1
"쓸수잇음",1
"씨발년들",1
"씨발년아",1
"씨투에",1
"씹고인물들인데",1
"씹덕새끼들",1
"아그라",1
"아그라가격",1
"아그라온라인약국",1
"아깝누",1
"아니근데",1
"아니냐",1
"아니누",1
"아메리카노",1
"아무",1
"아무리팬이조같아도",1
"아무좌석",1
"아시져",1
"아싸새끼들이",1
"아싸찐따트붕이",1
"아씨",1
"아이돌빠는병신새끼들보단",1
"아이디어",1
"아이스",1
"아이언맨",1
"아이피",1
"아재조합",1
"아조시들",1
"아직",1
"아침에먹을거",1
"아침이면좋겠다",1
"악개컨셉",1
"안가누",1
"안가져",1
"안간다",1
"안갈켜주네",1
"안나왔네",1
"안뇽",1
"안달리",1
"안달아줌",1
"안달았노",1
"안대",1
"안받아주던데",1
"안받았으면",1
"안보",1
"안보내",1
"안샀는데",1
"안서면",1
"안씼었음",1
"안전",1
"안주",1
"안할시",1
"알고싶으면",1
"알고잇음",1
"알기",1
"알바",1
"알바끝나고집입갤",1
"알바님",1
"알바하",1
"알아허",1
"암거너",1
"암거너비어스타",1
"암말",1
"암표",1
"앞사람들",1
"앞으로가는거면",1
"앞자리",1
"애정표현",1
"애초",1
"애프터눈",1
"액자식",1
"앵콜전",1
"야간훈련때",1
"야근데",1
"야야야야양",1
"약속",1
"양도하면",1
"양도함",1
"양도해주셈",1
"양산",1
"양심고백",1
"양싸",1
"양옆",1
"양일",1
"양치할",1
"어딘지알아와",1
"어딧는거임",1
"어떤것을",1
"어색함",1
"어서빨리",1
"어쩐지",1
"어케함",1
"어플",1
"언제바꼈누",1
"언제해보겠노",1
"얼마에팜",1
"얼업",1
"엄격한",1
"엄마",1
"엄지동상",1
"업제잉",1
"없또",1
"없을거",1
"에너자이저",1
"에바아닌가",1
"에샀다고",1
"에스티로더",1
"에팔고",1
"에프터문",1
"엑스투때문에",1
"엔화",1
"엠넷",1
"엠생십덕만있네",1
"여고생임",1
"여기",1
"여긴왜",1
"여덟시맞춰가면",1
"여덟시엔가야겟네",1
"여동생",1
"여러개",1
"여러번",1
"여벌",1
"여섯시",1
"여성알바",1
"여자들",1
"역시킹다귀해장국",1
"연관검색어",1
"연금술",1
"연동뭐안해도",1
"연승",1
"연애운",1
"열두시면졸려서",1
"영상",1
"영앤와일드",1
"영앤왈",1
"영업",1
"영화관",1
"영회보",1
"옆사람",1
"옆자리",1
"예광탄쏘면",1
"예매내역",1
"예매하는경우",1
"예쁘긴하네",1
"예상",1
"예스올예스가",1
"예전수록곡",1
"예행",1
"옛날",1
"오는거",1
"오늘밤",1
"오늘할",1
"오래전",1
"오랜만",1
"오소리감투",1
"오전에안갈려고햇는데",1
"오프다니",1
"온거",1
"온판한",1
"온판했는데",1
"올공앞상가피방에",1
"올공왔는데",1
"올공전체빌림",1
"올드보이",1
"올마",1
"올콘한데",1
"올펜좌",1
"올해",1
"옵치",1
"옵카들어가서",1
"완성",1
"완콘할수",1
"완트팜만",1
"왜맨날",1
"왜쓰는데",1
"왜이",1
"왜저래",1
"왜저분들이오는거임",1
"왜지움",1
"왜캐",1
"왤케",1
"왤케비싸농",1
"외곽",1
"외국팬",1
"외모",1
"외우",1
"왼팔",1
"요거",1
"요리",1
"요청해",1
"욕박히겠네",1
"욕질",1
"욕하는글",1
"욕해도",1
"용이땜",1
"우리꺼는",1
"우리동네",1
"우리집앞에",1
"우리집주변",1
"우린데",1
"우후",1
"울와보는거지",1
"울와콘",1
"울와콘에",1
"울와픽",1
"울집앞에",1
"울트라부스트",1
"움짤",1
"원가양도",1
"원가양도받을놈잇냐",1
"원가양도할",1
"원가양도함",1
"원망하",1
"원스력발전소",1
"원스친구생겨도",1
"원출처",1
"원트는",1
"원트분들",1
"원트에도",1
"원트에서",1
"원트하는",1
"원트하다가",1
"월욜날",1
"위드드라마",1
"윈가에",1
"유가머",1
"유동시절",1
"유력",1
"유령",1
"윾미챙",1
"은근",1
"은데",1
"음료수집",1
"음식점",1
"음향체크",1
"응모권",1
"응원법안하는넘",1
"응원봉",1
"의견",1
"의자",1
"의주찹쌀순대",1
"의탠딩",1
"의탠딩은",1
"의탠딩을",1
"의탠딩인데",1
"이거스포해도되",1
"이것",1
"이게클라스지",1
"이곡",1
"이글",1
"이나돼냐",1
"이넘",1
"이놈",1
"이랑",1
"이랑먹기",1
"이러고잇음",1
"이런놈들한테",1
"이박사갤",1
"이번콘못찐이랑",1
"이벤트",1
"이분",1
"이빨닦을까말까",1
"이사",1
"이새",1
"이쉑들",1
"이시간",1
"이유없이",1
"이하",1
"이해",1
"이후",1
"인기잇",1
"인방충이였노",1
"인사",1
"인싸될수잇나",1
"인싸드립",1
"인싸들",1
"인싸들은",1
"인싸들이",1
"인증",1
"인직이생각남",1
"인터파크티켓",1
"인팤카톡왔다",1
"일공리트",1
"일공트",1
"일날",1
"일뒤",1
"일베하는게낫지",1
"일생",1
"일요일거",1
"일요콘",1
"일주일",1
"일처리",1
"일코해제",1
"일콘러인데",1
"일하",1
"일행",1
"일히한거",1
"입덕",1
"입장하",1
"입장할",1
"잇나여",1
"있는거",1
"있대",1
"자기",1
"자기전",1
"자다가면",1
"자리바꿀사람",1
"자부",1
"자신",1
"자주가보",1
"자진탈퇴",1
"자짤만들어볼까",1
"잔나비",1
"잔치국수",1
"잘개용",1
"잘생긴갤럼",1
"잘챙기셈",1
"잠못잘거같은데",1
"잠실",1
"잠이안와",1
"잡혀나가는거",1
"잣대",1
"장기간",1
"장시간",1
"장충가본다",1
"재밋네",1
"재밌어",1
"재수생",1
"재즈패스티벌인데",1
"재활",1
"저가",1
"저녁",1
"저렇게말할까",1
"저번",1
"저새끼",1
"저새낀",1
"적응",1
"전광판",1
"전국",1
"전날",1
"전날충현재",1
"전날하는거냐",1
"전날하니",1
"전력",1
"전립선",1
"전부안해주면",1
"전설",1
"전적",1
"전차스들",1
"절차",1
"젓가지읺냐",1
"정거장",1
"정답",1
"정도",1
"정리",1
"정신연령",1
"정챙갤",1
"정품",1
"제모해",1
"제목",1
"제목지",1
"제발알려주세요",1
"제왑",1
"젤리",1
"젯디봉만",1
"젯없찐",1
"젲디봉",1
"젲디봉으로",1
"젵디봉",1
"조루",1
"조작방법",1
"조카들",1
"조큼무섭다",1
"존나높이들어야지",1
"존나많네",1
"존나빨리가는건줄",1
"존나찐따같은새끼",1
"졸라설레",1
"좀애매함",1
"좃간지가아니라",1
"좃동",1
"좃동똥동년",1
"좃동똥동년들",1
"좃찐따라",1
"종류",1
"종말론",1
"종이컵",1
"좆동형님들",1
"좆될거같은데",1
"좆됨을실감한다",1
"좆목",1
"좆목단이",1
"좆목중이노",1
"좆재패",1
"좆재패도",1
"좆재패라인업보니까",1
"좋을가요",1
"좌석에앉아서",1
"좌석입력",1
"좌석정보",1
"좌표",1
"죠단발",1
"주는거",1
"주말동안",1
"주변스",1
"주식",1
"주위",1
"주자너",1
"주차상황좀",1
"주차장",1
"중계안하노",1
"중독",1
"중독자",1
"중반대로",1
"중앙제어",1
"중앙쪽",1
"중요",1
"중키지마",1
"쥬글라카네",1
"지각",1
"지금부터하면",1
"지금올공인데",1
"지금원트언냐들",1
"지금자고",1
"지금자면",1
"지금잘",1
"지난주",1
"지니",1
"지든노",1
"지랄",1
"지랄하면",1
"지마셈",1
"지방",1
"지방충",1
"지방충의",1
"지분",1
"지켜주는시",1
"진자",1
"진지",1
"진짜부계등장",1
"진짜큐시트인지는모르겠는데",1
"진짜트갤",1
"진짜할까봐",1
"진짠가요",1
"질문점",1
"질문좀하자",1
"질문좀할게",1
"질문충",1
"질병",1
"질질짤예정",1
"집결",1
"집와서",1
"집중",1
"짜피",1
"짠디",1
"짤기차",1
"짤좀",1
"짭짤하게버나",1
"짱시끄러운데",1
"짱좋다햇는데",1
"짹넘들",1
"짹목단",1
"짹새끼추정발견",1
"짹좆목",1
"쪄죽나여",1
"쪽지",1
"쪽지주운거",1
"쫄보새끼",1
"쫄았자너",1
"쭈굴쭈굴",1
"쯔뭉이내꺼이렇겐못하겟드라구",1
"쯔위답게",1
"쯔위시",1
"쯔이",1
"쯤기상해야겟누",1
"찐따",1
"찐따들",1
"찐따새끼들",1
"찜방가기싫어서",1
"찜질방애",1
"찡찡될랬는데",1
